Category	Subsystem	Role	Contig	Start	Stop
Carbohydrates	Methylglyoxal Metabolism	Methylglyoxal synthase (EC 4.2.3.3)	NZ_JBBJSP010000002.1	224911	224498
Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.79)	NZ_JBBJSP010000001.1	681537	680563
Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.26)	NZ_JBBJSP010000001.1	681537	680563
Carbohydrates	Glycolate, glyoxylate interconversions	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSP010000001.1	681537	680563
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	NZ_JBBJSP010000002.1	867843	866086
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NAD-dependent malic enzyme (EC 1.1.1.38)	NZ_JBBJSP010000001.1	425441	427138
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component sensor histidine kinase, malate (EC 2.7.3.-)	NZ_JBBJSP010000001.1	1008619	1007018
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	NZ_JBBJSP010000002.1	872430	871198
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NZ_JBBJSP010000002.1	1010635	1012218
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component response regulator, malate (EC 2.7.3.-)	NZ_JBBJSP010000001.1	1006992	1006318
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate synthase (EC 2.7.9.2)	NZ_JBBJSP010000002.1	57077	54477
Carbohydrates	TCA Cycle	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	NZ_JBBJSP010000003.1	582427	583839
Carbohydrates	TCA Cycle	Malate dehydrogenase (EC 1.1.1.37)	NZ_JBBJSP010000002.1	860970	860032
Carbohydrates	TCA Cycle	Aconitate hydratase (EC 4.2.1.3)	NZ_JBBJSP010000003.1	987270	989999
Carbohydrates	TCA Cycle	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	NZ_JBBJSP010000002.1	108767	107514
Carbohydrates	TCA Cycle	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	NZ_JBBJSP010000002.1	862285	861014
Carbohydrates	TCA Cycle	Citrate synthase (si) (EC 2.3.3.1)	NZ_JBBJSP010000002.1	863568	862450
Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NZ_JBBJSP010000003.1	732139	733041
Carbohydrates	TCA Cycle	Fumarate hydratase class II (EC 4.2.1.2)	NZ_JBBJSP010000001.1	855188	856576
Carbohydrates	TCA Cycle	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSP010000002.1	111617	108783
Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	NZ_JBBJSP010000003.1	730953	732110
Carbohydrates	Pentose phosphate pathway	Transaldolase (EC 2.2.1.2)	NZ_JBBJSP010000001.1	419164	419802
Carbohydrates	Pentose phosphate pathway	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	NZ_JBBJSP010000008.1	22469	23422
Carbohydrates	Pentose phosphate pathway	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NZ_JBBJSP010000001.1	110051	108645
Carbohydrates	Pentose phosphate pathway	Transketolase (EC 2.2.1.1)	NZ_JBBJSP010000003.1	980450	982453
Carbohydrates	Pentose phosphate pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	NZ_JBBJSP010000002.1	344772	346241
Carbohydrates	Pentose phosphate pathway	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	NZ_JBBJSP010000003.1	704527	705180
Carbohydrates	Pentose phosphate pathway	6-phosphogluconolactonase (EC 3.1.1.31)	NZ_JBBJSP010000003.1	422846	421797
Carbohydrates	Pentose phosphate pathway	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	NZ_JBBJSP010000001.1	435753	435911
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	NZ_JBBJSP010000004.1	62495	61119
Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	NZ_JBBJSP010000002.1	365694	364702
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	NZ_JBBJSP010000002.1	363682	362408
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	NZ_JBBJSP010000002.1	108767	107514
Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NZ_JBBJSP010000003.1	578884	579999
Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	NZ_JBBJSP010000002.1	364688	363705
Carbohydrates	Dehydrogenase complexes	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NZ_JBBJSP010000001.1	947676	949178
Carbohydrates	Dehydrogenase complexes	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSP010000002.1	111617	108783
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	NZ_JBBJSP010000003.1	581094	582422
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	NZ_JBBJSP010000002.1	367140	365716
Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NZ_JBBJSP010000003.1	580003	580980
Carbohydrates	Glycogen metabolism	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	NZ_JBBJSP010000002.1	1050873	1049731
Carbohydrates	Glycogen metabolism	Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	NZ_JBBJSP010000002.1	1048679	1047225
Carbohydrates	Glycogen metabolism	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	NZ_JBBJSP010000002.1	1052753	1050870
Carbohydrates	Glycogen metabolism	Glycogen biosynthesis protein GlgD, glucose-1-phosphate adenylyltransferase family	NZ_JBBJSP010000002.1	1049707	1048676
Carbohydrates	Glycogen metabolism	Glycogen phosphorylase (EC 2.4.1.1)	NZ_JBBJSP010000002.1	1047238	1044842
Carbohydrates	L-Arabinose utilization	Arabinose-proton symporter	NZ_JBBJSP010000001.1	759154	760548
Carbohydrates	L-Arabinose utilization	Arabinan endo-1,5-alpha-L-arabinosidase (EC 3.2.1.99)	NZ_JBBJSP010000001.1	181080	182498
Carbohydrates	L-Arabinose utilization	Ribulokinase (EC 2.7.1.16)	NZ_JBBJSP010000002.1	828706	827024
Carbohydrates	L-Arabinose utilization	L-arabinose isomerase (EC 5.3.1.4)	NZ_JBBJSP010000002.1	830210	828720
Carbohydrates	L-Arabinose utilization	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	NZ_JBBJSP010000002.1	827007	826318
Carbohydrates	Xylose utilization	Xyloside transporter XynT	NZ_JBBJSP010000003.1	946989	948380
Carbohydrates	Xylose utilization	Xylulose kinase (EC 2.7.1.17)	NZ_JBBJSP010000003.1	953040	954539
Carbohydrates	Xylose utilization	Xylose isomerase (EC 5.3.1.5)	NZ_JBBJSP010000003.1	951552	952889
Carbohydrates	Xylose utilization	Xylose-responsive transcription regulator, ROK family	NZ_JBBJSP010000003.1	951303	950149
Carbohydrates	D-ribose utilization	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	NZ_JBBJSP010000001.1	435753	435911
Carbohydrates	D-ribose utilization	Ribokinase (EC 2.7.1.15)	NZ_JBBJSP010000001.1	538229	537348
Carbohydrates	D-ribose utilization	Ribose operon repressor	NZ_JBBJSP010000001.1	539211	538231
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	NZ_JBBJSP010000006.1	116973	116047
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	D-galactarate dehydratase (EC 4.2.1.42)	NZ_JBBJSP010000006.1	110832	109300
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSP010000003.1	518006	518872
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Predicted 5-dehydro-4-deoxyglucarate regulator YcbG	NZ_JBBJSP010000006.1	111625	110924
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSP010000001.1	113910	115058
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Glucarate dehydratase (EC 4.2.1.40)	NZ_JBBJSP010000006.1	113062	111695
Carbohydrates	Mannose Metabolism	Mannose-6-phosphate isomerase (EC 5.3.1.8)	NZ_JBBJSP010000001.1	552076	553026
Carbohydrates	Mannose Metabolism	Activator of the mannose operon (transcriptional antiterminator), BglG family	NZ_JBBJSP010000003.1	321563	323509
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	D-galactarate dehydratase (EC 4.2.1.42)	NZ_JBBJSP010000006.1	110832	109300
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSP010000003.1	518006	518872
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Predicted 5-dehydro-4-deoxyglucarate regulator YcbG	NZ_JBBJSP010000006.1	111625	110924
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	NZ_JBBJSP010000006.1	116973	116047
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSP010000001.1	113910	115058
Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	Glucarate dehydratase (EC 4.2.1.40)	NZ_JBBJSP010000006.1	113062	111695
Carbohydrates	D-gluconate and ketogluconates metabolism	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NZ_JBBJSP010000001.1	110051	108645
Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconokinase (EC 2.7.1.12)	NZ_JBBJSP010000001.1	112990	111449
Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconate operon transcriptional repressor	NZ_JBBJSP010000001.1	113714	112983
Carbohydrates	D-gluconate and ketogluconates metabolism	Gluconate permease, Bsu4004 homolog	NZ_JBBJSP010000001.1	111420	110074
Carbohydrates	D-gluconate and ketogluconates metabolism	Glucose 1-dehydrogenase (EC 1.1.1.47)	NZ_JBBJSP010000005.1	195190	194405
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Na+ dependent nucleoside transporter NupC	NZ_JBBJSP010000001.1	170445	171626
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	NZ_JBBJSP010000001.1	169693	170364
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Purine nucleoside phosphorylase (EC 2.4.2.1)	NZ_JBBJSP010000002.1	136151	135450
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	NZ_JBBJSP010000001.1	171656	172957
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribonucleoside regulator DeoR (transcriptional repressor)	NZ_JBBJSP010000001.1	168646	169587
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Phosphopentomutase (EC 5.4.2.7)	NZ_JBBJSP010000002.1	314047	312863
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Ribokinase (EC 2.7.1.15)	NZ_JBBJSP010000001.1	538229	537348
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127)	NZ_JBBJSP010000002.1	192261	193025
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Pectate lyase precursor (EC 4.2.2.2)	NZ_JBBJSP010000004.1	113507	112245
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	D-galactarate dehydratase (EC 4.2.1.42)	NZ_JBBJSP010000006.1	110832	109300
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Uronate isomerase (EC 5.3.1.12)	NZ_JBBJSP010000003.1	350975	352384
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Mannonate dehydratase (EC 4.2.1.8)	NZ_JBBJSP010000003.1	356000	357079
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	NZ_JBBJSP010000006.1	116973	116047
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	2-keto-3-deoxygluconate permease (KDG permease)	NZ_JBBJSP010000002.1	188542	187550
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Alpha-glucosidase (EC 3.2.1.20)	NZ_JBBJSP010000001.1	1029759	1031423
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	NZ_JBBJSP010000002.1	189177	188587
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	NZ_JBBJSP010000002.1	192261	193025
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Hexuronate utilization operon transcriptional repressor ExuR	NZ_JBBJSP010000003.1	359316	360317
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Altronate oxidoreductase (EC 1.1.1.58)	NZ_JBBJSP010000003.1	360392	361834
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Glucuronide transporter UidB	NZ_JBBJSP010000003.1	352452	353831
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	D-mannonate oxidoreductase (EC 1.1.1.57)	NZ_JBBJSP010000003.1	357076	357912
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	NZ_JBBJSP010000002.1	191432	192259
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Transcriptional regulator KdgR, KDG operon repressor	NZ_JBBJSP010000002.1	191210	190191
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Hexuronate transporter	NZ_JBBJSP010000003.1	357960	359228
Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	Pectin lyase (EC 4.2.2.10)	NZ_JBBJSP010000002.1	38821	39858
Carbohydrates	Fructose utilization	Transaldolase (EC 2.2.1.2)	NZ_JBBJSP010000001.1	419164	419802
Carbohydrates	Fructose utilization	1-phosphofructokinase (EC 2.7.1.56)	NZ_JBBJSP010000003.1	558884	559795
Carbohydrates	Fructose utilization	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NZ_JBBJSP010000003.1	511924	513636
Carbohydrates	Fructose utilization	Phosphotransferase system, phosphocarrier protein HPr	NZ_JBBJSP010000003.1	511658	511924
Carbohydrates	Fructose utilization	Fructokinase (EC 2.7.1.4)	NZ_JBBJSP010000002.1	610720	611532
Carbohydrates	Fructose utilization	Transcriptional repressor of the fructose operon, DeoR family	NZ_JBBJSP010000003.1	558132	558887
Carbohydrates	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	NZ_JBBJSP010000001.1	648768	647578
Carbohydrates	Chitin and N-acetylglucosamine utilization	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	NZ_JBBJSP010000001.1	647581	646853
Carbohydrates	Chitin and N-acetylglucosamine utilization	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	NZ_JBBJSP010000001.1	646835	646104
Carbohydrates	Neotrehalosadiamine (NTD) Biosynthesis Operon	NTD biosynthesis operon putative oxidoreductase NtdC (EC 1.-.-.-)	NZ_JBBJSP010000003.1	176853	175801
Carbohydrates	Neotrehalosadiamine (NTD) Biosynthesis Operon	NTD biosynthesis operon regulator NtdR	NZ_JBBJSP010000003.1	179116	180105
Carbohydrates	Neotrehalosadiamine (NTD) Biosynthesis Operon	NTD biosynthesis operon putative hydrolase NtdB (EC 3.-.-.-)	NZ_JBBJSP010000003.1	177715	176867
Carbohydrates	Neotrehalosadiamine (NTD) Biosynthesis Operon	NTD biosynthesis operon protein NtdA	NZ_JBBJSP010000003.1	179012	177687
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	NZ_JBBJSP010000003.1	53617	55281
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol kinase (EC 2.7.1.30)	NZ_JBBJSP010000003.1	51983	53473
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate responsive antiterminator (mRNA-binding)	NZ_JBBJSP010000003.1	50386	50961
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	NZ_JBBJSP010000002.1	255778	254741
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol uptake facilitator protein	NZ_JBBJSP010000003.1	51140	51964
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate transporter	NZ_JBBJSP010000006.1	147577	148911
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	NZ_JBBJSP010000002.1	380510	379779
Carbohydrates	Inositol catabolism	Major myo-inositol transporter IolT	NZ_JBBJSP010000001.1	132702	131317
Carbohydrates	Inositol catabolism	Inosose dehydratase (EC 4.2.1.44)	NZ_JBBJSP010000001.1	142899	143792
Carbohydrates	Inositol catabolism	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	NZ_JBBJSP010000001.1	137165	136410
Carbohydrates	Inositol catabolism	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	NZ_JBBJSP010000001.1	148012	148884
Carbohydrates	Inositol catabolism	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	NZ_JBBJSP010000001.1	139959	140936
Carbohydrates	Inositol catabolism	Minor myo-inositol transporter IolF	NZ_JBBJSP010000001.1	143792	145123
Carbohydrates	Inositol catabolism	Predicted transcriptional regulator of the myo-inositol catabolic operon	NZ_JBBJSP010000003.1	211792	212805
Carbohydrates	Inositol catabolism	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	NZ_JBBJSP010000001.1	145146	146180
Carbohydrates	Inositol catabolism	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	NZ_JBBJSP010000001.1	146200	147069
Carbohydrates	One-carbon metabolism by tetrahydropterines	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NZ_JBBJSP010000003.1	229241	227403
Carbohydrates	One-carbon metabolism by tetrahydropterines	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	NZ_JBBJSP010000002.1	394877	394026
Carbohydrates	One-carbon metabolism by tetrahydropterines	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	NZ_JBBJSP010000003.1	429167	430069
Carbohydrates	One-carbon metabolism by tetrahydropterines	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	NZ_JBBJSP010000002.1	439951	439388
Carbohydrates	One-carbon metabolism by tetrahydropterines	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	NZ_JBBJSP010000002.1	394877	394026
Carbohydrates	Lactose and Galactose Uptake and Utilization	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	NZ_JBBJSP010000001.1	308508	310049
Carbohydrates	Lactose and Galactose Uptake and Utilization	UDP-glucose 4-epimerase (EC 5.1.3.2)	NZ_JBBJSP010000001.1	235505	236527
Carbohydrates	Lactose and Galactose Uptake and Utilization	Galactokinase (EC 2.7.1.6)	NZ_JBBJSP010000001.1	307332	308504
Carbohydrates	Lactose and Galactose Uptake and Utilization	Aldose 1-epimerase (EC 5.1.3.3)	NZ_JBBJSP010000002.1	4832	3855
Carbohydrates	Sucrose utilization	Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	NZ_JBBJSP010000001.1	325495	326934
Carbohydrates	Sucrose utilization	Fructokinase (EC 2.7.1.4)	NZ_JBBJSP010000002.1	610720	611532
Carbohydrates	Sucrose utilization	Sucrose permease, major facilitator superfamily	NZ_JBBJSP010000002.1	607997	609253
Carbohydrates	Sucrose utilization	Sucrose operon repressor ScrR, LacI family	NZ_JBBJSP010000002.1	604629	603655
Carbohydrates	Butanol Biosynthesis	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	NZ_JBBJSP010000002.1	379652	378471
Carbohydrates	Butanol Biosynthesis	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	NZ_JBBJSP010000002.1	378448	377585
Carbohydrates	Butanol Biosynthesis	Alcohol dehydrogenase (EC 1.1.1.1)	NZ_JBBJSP010000002.1	11561	12550
Carbohydrates	Butanol Biosynthesis	Enoyl-CoA hydratase (EC 4.2.1.17)	NZ_JBBJSP010000002.1	799121	798345
Carbohydrates	Acetolactate synthase subunits	Acetolactate synthase small subunit (EC 2.2.1.6)	NZ_JBBJSP010000002.1	774975	774457
Carbohydrates	Acetolactate synthase subunits	Acetolactate synthase large subunit (EC 2.2.1.6)	NZ_JBBJSP010000002.1	776696	774972
Carbohydrates	Acetyl-CoA fermentation to Butyrate	Enoyl-CoA hydratase (EC 4.2.1.17)	NZ_JBBJSP010000002.1	799121	798345
