Category	Subsystem	Role	Contig	Start	Stop
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	JBBJSN010000026.1	12672	11371
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribonucleoside regulator DeoR (transcriptional repressor)	JBBJSN010000026.1	15745	14801
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Ribokinase (EC 2.7.1.15)	JBBJSN010000001.1	276146	277024
Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	Phosphopentomutase (EC 5.4.2.7)	JBBJSN010000027.1	31410	30226
Carbohydrates	Fructose utilization	Transcriptional repressor of the fructose operon, DeoR family	JBBJSN010000029.1	27515	28270
Carbohydrates	Fructose utilization	Fructokinase (EC 2.7.1.4)	JBBJSN010000001.1	26906	26034
Carbohydrates	Fructose utilization	Phosphotransferase system, phosphocarrier protein HPr	JBBJSN010000017.1	7364	7098
Carbohydrates	Fructose utilization	Transaldolase (EC 2.2.1.2)	JBBJSN010000001.1	357585	356947
Carbohydrates	Fructose utilization	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	JBBJSN010000017.1	7098	5380
Carbohydrates	Fructose utilization	1-phosphofructokinase (EC 2.7.1.56)	JBBJSN010000029.1	28267	29178
Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	JBBJSN010000002.1	310473	311456
Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	JBBJSN010000024.1	13775	14890
Carbohydrates	Dehydrogenase complexes	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	JBBJSN010000015.1	43764	46598
Carbohydrates	Dehydrogenase complexes	Cytosol aminopeptidase PepA (EC 3.4.11.1)	JBBJSN010000007.1	64714	63224
Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	JBBJSN010000024.1	14894	15871
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	JBBJSN010000002.1	308026	309450
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	JBBJSN010000024.1	15979	17322
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	JBBJSN010000011.1	68396	67017
Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	JBBJSN010000002.1	309468	310460
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	JBBJSN010000015.1	46613	47869
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	JBBJSN010000002.1	311475	312719
Carbohydrates	Pentose phosphate pathway	Transketolase (EC 2.2.1.1)	JBBJSN010000012.1	74625	72622
Carbohydrates	Pentose phosphate pathway	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	JBBJSN010000002.1	326452	327861
Carbohydrates	Pentose phosphate pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	JBBJSN010000002.1	335575	334100
Carbohydrates	Pentose phosphate pathway	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	JBBJSN010000003.1	184995	184345
Carbohydrates	Pentose phosphate pathway	6-phosphogluconolactonase (EC 3.1.1.31)	JBBJSN010000002.1	1321	278
Carbohydrates	Pentose phosphate pathway	Transaldolase (EC 2.2.1.2)	JBBJSN010000001.1	357585	356947
Carbohydrates	Pentose phosphate pathway	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	JBBJSN010000036.1	12865	11912
Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	JBBJSN010000003.1	157962	157060
Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	JBBJSN010000003.1	159145	157985
Carbohydrates	TCA Cycle	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	JBBJSN010000015.1	43764	46598
Carbohydrates	TCA Cycle	Fumarate hydratase class II (EC 4.2.1.2)	JBBJSN010000007.1	137987	136593
Carbohydrates	TCA Cycle	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	JBBJSN010000015.1	46613	47869
Carbohydrates	TCA Cycle	Malate dehydrogenase (EC 1.1.1.37)	JBBJSN010000006.1	73225	72287
Carbohydrates	TCA Cycle	Aconitate hydratase (EC 4.2.1.3)	JBBJSN010000012.1	68000	65271
Carbohydrates	TCA Cycle	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	JBBJSN010000024.1	17327	18739
Carbohydrates	TCA Cycle	Citrate synthase (si) (EC 2.3.3.1)	JBBJSN010000006.1	75797	74679
Carbohydrates	TCA Cycle	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	JBBJSN010000006.1	74531	73260
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component response regulator, malate (EC 2.7.3.-)	JBBJSN010000007.1	18223	18930
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	JBBJSN010000018.1	54070	55656
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component sensor histidine kinase, malate (EC 2.7.3.-)	JBBJSN010000007.1	16629	18230
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	JBBJSN010000006.1	84839	83607
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NAD-dependent malic enzyme (EC 1.1.1.38)	JBBJSN010000001.1	351464	349764
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	JBBJSN010000006.1	80137	78377
Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.26)	JBBJSN010000001.1	127842	128813
Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.79)	JBBJSN010000001.1	127842	128813
Carbohydrates	Glycolate, glyoxylate interconversions	Hydroxypyruvate reductase (EC 1.1.1.81)	JBBJSN010000001.1	127842	128813
Carbohydrates	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)	JBBJSN010000001.1	434415	435773
Carbohydrates	Methylglyoxal Metabolism	Methylglyoxal synthase (EC 4.2.3.3)	JBBJSN010000005.1	56204	56623
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate kinase (EC 2.7.2.1)	JBBJSN010000006.1	99764	98580
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	JBBJSN010000024.1	13775	14890
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	JBBJSN010000024.1	14894	15871
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	JBBJSN010000024.1	15979	17322
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-independent protein deacetylase AcuC	JBBJSN010000006.1	143158	144318
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Aldehyde dehydrogenase (EC 1.2.1.3)	JBBJSN010000001.1	434415	435773
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Phosphate acetyltransferase (EC 2.3.1.8)	JBBJSN010000001.1	409683	408712
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetyltransferase AcuA, acetyl-CoA synthetase inhibitor	JBBJSN010000006.1	141848	142480
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	JBBJSN010000024.1	17327	18739
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-dependent protein deacetylase of SIR2 family	JBBJSN010000009.1	37886	37140
Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine racemase (EC 5.1.1.1)	JBBJSN010000011.1	81833	80655
Carbohydrates	Pyruvate Alanine Serine Interconversions	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	JBBJSN010000001.1	484499	485590
Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, beta subunit (EC 4.3.1.17)	JBBJSN010000003.1	180751	180089
Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine dehydrogenase (EC 1.4.1.1)	JBBJSN010000007.1	58894	60030
Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	JBBJSN010000003.1	180071	179166
Carbohydrates	Pyruvate Alanine Serine Interconversions	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	JBBJSN010000007.1	96736	95501
Carbohydrates	Pyruvate Alanine Serine Interconversions	D-alanine aminotransferase (EC 2.6.1.21)	JBBJSN010000009.1	35948	35091
Carbohydrates	Methylcitrate cycle	Methylisocitrate lyase (EC 4.1.3.30)	JBBJSN010000015.1	63377	64294
Carbohydrates	Methylcitrate cycle	2-methylcitrate dehydratase (EC 4.2.1.79)	JBBJSN010000015.1	61928	63364
Carbohydrates	Methylcitrate cycle	2-methylisocitrate dehydratase (EC 4.2.1.99)	JBBJSN010000012.1	68000	65271
Carbohydrates	Methylcitrate cycle	2-methylcitrate synthase (EC 2.3.3.5)	JBBJSN010000015.1	60783	61925
Carbohydrates	Alpha-acetolactate operon	Acetolactate synthase, catabolic (EC 2.2.1.6)	JBBJSN010000001.1	282549	284249
Carbohydrates	Alpha-acetolactate operon	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	JBBJSN010000001.1	284285	285055
Carbohydrates	Propionate-CoA to Succinate Module	Methylisocitrate lyase (EC 4.1.3.30)	JBBJSN010000015.1	63377	64294
Carbohydrates	Propionate-CoA to Succinate Module	Aconitate hydratase (EC 4.2.1.3)	JBBJSN010000012.1	68000	65271
Carbohydrates	Propionate-CoA to Succinate Module	2-methylcitrate dehydratase (EC 4.2.1.79)	JBBJSN010000015.1	61928	63364
Carbohydrates	Propionate-CoA to Succinate Module	2-methylisocitrate dehydratase (EC 4.2.1.99)	JBBJSN010000012.1	68000	65271
Carbohydrates	Propionate-CoA to Succinate Module	2-methylcitrate synthase (EC 2.3.3.5)	JBBJSN010000015.1	60783	61925
Carbohydrates	Glycerate metabolism	Hydroxypyruvate reductase (EC 1.1.1.81)	JBBJSN010000001.1	127842	128813
Carbohydrates	Glycerate metabolism	Glycerate kinase (EC 2.7.1.31)	JBBJSN010000014.1	62286	63425
Carbohydrates	Glycerate metabolism	Pyruvate kinase (EC 2.7.1.40)	JBBJSN010000006.1	80137	78377
Carbohydrates	Glycerate metabolism	D-glycerate transporter (predicted)	JBBJSN010000014.1	60983	62254
Carbohydrates	Glycerate metabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	JBBJSN010000001.1	539609	540502
Carbohydrates	Carbon storage regulator	Carbon storage regulator	JBBJSN010000001.1	199423	199199
Carbohydrates	Carbon storage regulator	Flagellar assembly factor FliW	JBBJSN010000001.1	199851	199417
Carbohydrates	Fermentations: Lactate	Acetate kinase (EC 2.7.2.1)	JBBJSN010000006.1	99764	98580
Carbohydrates	Fermentations: Lactate	Phosphate acetyltransferase (EC 2.3.1.8)	JBBJSN010000001.1	409683	408712
Carbohydrates	Fermentations: Lactate	L-lactate dehydrogenase (EC 1.1.1.27)	JBBJSN010000010.1	51695	50748
Carbohydrates	Acetyl-CoA fermentation to Butyrate	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	JBBJSN010000001.1	370745	369882
Carbohydrates	Acetyl-CoA fermentation to Butyrate	Enoyl-CoA hydratase (EC 4.2.1.17)	JBBJSN010000006.1	29044	28265
Carbohydrates	Acetyl-CoA fermentation to Butyrate	Electron transfer flavoprotein, beta subunit	JBBJSN010000006.1	28234	27461
Carbohydrates	Acetyl-CoA fermentation to Butyrate	Electron transfer flavoprotein, alpha subunit	JBBJSN010000006.1	27416	26439
Carbohydrates	Acetyl-CoA fermentation to Butyrate	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	JBBJSN010000001.1	371940	370765
Carbohydrates	Acetoin, butanediol metabolism	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	JBBJSN010000011.1	68396	67017
Carbohydrates	Acetoin, butanediol metabolism	Acetolactate synthase large subunit (EC 2.2.1.6)	JBBJSN010000002.1	3048	4772
Carbohydrates	Acetoin, butanediol metabolism	Acetolactate synthase small subunit (EC 2.2.1.6)	JBBJSN010000002.1	4769	5287
Carbohydrates	Acetoin, butanediol metabolism	Transcriptional activator of acetoin dehydrogenase operon AcoR	JBBJSN010000011.1	66908	65061
Carbohydrates	Acetoin, butanediol metabolism	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	JBBJSN010000001.1	284285	285055
Carbohydrates	Acetoin, butanediol metabolism	Acetolactate synthase, catabolic (EC 2.2.1.6)	JBBJSN010000001.1	282549	284249
Carbohydrates	Acetoin, butanediol metabolism	2,3-butanediol dehydrogenase, R-alcohol forming, (R)- and (S)-acetoin-specific (EC 1.1.1.4)	JBBJSN010000002.1	127047	128087
Carbohydrates	Butanol Biosynthesis	Enoyl-CoA hydratase (EC 4.2.1.17)	JBBJSN010000006.1	29044	28265
Carbohydrates	Butanol Biosynthesis	Alcohol dehydrogenase (EC 1.1.1.1)	JBBJSN010000002.1	123339	124502
Carbohydrates	Butanol Biosynthesis	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	JBBJSN010000001.1	370745	369882
Carbohydrates	Butanol Biosynthesis	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	JBBJSN010000001.1	371940	370765
Carbohydrates	Acetolactate synthase subunits	Acetolactate synthase large subunit (EC 2.2.1.6)	JBBJSN010000002.1	3048	4772
Carbohydrates	Acetolactate synthase subunits	Acetolactate synthase small subunit (EC 2.2.1.6)	JBBJSN010000002.1	4769	5287
Carbohydrates	Sucrose utilization	Fructokinase (EC 2.7.1.4)	JBBJSN010000001.1	26906	26034
Carbohydrates	Sucrose utilization	Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	JBBJSN010000001.1	441853	440396
Carbohydrates	Lactose and Galactose Uptake and Utilization	Tagatose-6-phosphate kinase (EC 2.7.1.144)	JBBJSN010000025.1	8558	7644
Carbohydrates	Lactose and Galactose Uptake and Utilization	UDP-glucose 4-epimerase (EC 5.1.3.2)	JBBJSN010000001.1	218187	217258
Carbohydrates	Lactose and Galactose Uptake and Utilization	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	JBBJSN010000001.1	458948	457428
Carbohydrates	Lactose and Galactose Uptake and Utilization	Galactokinase (EC 2.7.1.6)	JBBJSN010000001.1	461153	459975
Carbohydrates	Serine-glyoxylate cycle	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	JBBJSN010000002.1	288470	289321
Carbohydrates	Serine-glyoxylate cycle	Enolase (EC 4.2.1.11)	JBBJSN010000001.1	74195	72903
Carbohydrates	Serine-glyoxylate cycle	Glycerate kinase (EC 2.7.1.31)	JBBJSN010000014.1	62286	63425
Carbohydrates	Serine-glyoxylate cycle	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	JBBJSN010000002.1	245413	245973
Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	JBBJSN010000003.1	157962	157060
Carbohydrates	Serine-glyoxylate cycle	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	JBBJSN010000018.1	54070	55656
Carbohydrates	Serine-glyoxylate cycle	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	JBBJSN010000002.1	288470	289321
Carbohydrates	Serine-glyoxylate cycle	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	JBBJSN010000013.1	83177	81336
Carbohydrates	Serine-glyoxylate cycle	Malate dehydrogenase (EC 1.1.1.37)	JBBJSN010000006.1	73225	72287
Carbohydrates	Serine-glyoxylate cycle	Serine hydroxymethyltransferase (EC 2.1.2.1)	JBBJSN010000001.1	340406	339159
Carbohydrates	Serine-glyoxylate cycle	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	JBBJSN010000001.1	371940	370765
Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	JBBJSN010000003.1	159145	157985
Carbohydrates	Serine-glyoxylate cycle	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	JBBJSN010000034.1	15773	17455
Carbohydrates	Serine-glyoxylate cycle	low-specificity D-threonine aldolase	JBBJSN010000013.1	27676	28782
Carbohydrates	Serine-glyoxylate cycle	Serine--pyruvate aminotransferase (EC 2.6.1.51)	JBBJSN010000007.1	96736	95501
Carbohydrates	Serine-glyoxylate cycle	Citrate synthase (si) (EC 2.3.3.1)	JBBJSN010000006.1	75797	74679
Carbohydrates	Serine-glyoxylate cycle	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	JBBJSN010000002.1	103240	104328
Carbohydrates	Serine-glyoxylate cycle	Aconitate hydratase (EC 4.2.1.3)	JBBJSN010000012.1	68000	65271
Carbohydrates	Serine-glyoxylate cycle	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	JBBJSN010000025.1	22127	20604
Carbohydrates	One-carbon metabolism by tetrahydropterines	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	JBBJSN010000034.1	15773	17455
Carbohydrates	One-carbon metabolism by tetrahydropterines	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	JBBJSN010000002.1	288470	289321
Carbohydrates	One-carbon metabolism by tetrahydropterines	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	JBBJSN010000023.1	44810	45712
Carbohydrates	One-carbon metabolism by tetrahydropterines	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	JBBJSN010000002.1	288470	289321
Carbohydrates	One-carbon metabolism by tetrahydropterines	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	JBBJSN010000013.1	83177	81336
Carbohydrates	One-carbon metabolism by tetrahydropterines	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	JBBJSN010000002.1	245413	245973
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	JBBJSN010000009.1	63177	61516
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol kinase (EC 2.7.1.30)	JBBJSN010000009.1	64813	63317
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate responsive antiterminator (mRNA-binding)	JBBJSN010000009.1	66415	65858
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol uptake facilitator protein	JBBJSN010000009.1	65644	64829
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	JBBJSN010000005.1	25420	26457
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	JBBJSN010000002.1	301510	302247
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate transporter	JBBJSN010000016.1	32549	31215
