Category	Subsystem	Role	Contig	Start	Stop
Carbohydrates	TCA Cycle	Malate dehydrogenase (EC 1.1.1.37)	NZ_JBBJSQ010000001.1	134934	135872
Carbohydrates	TCA Cycle	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	NZ_JBBJSQ010000003.1	392499	391087
Carbohydrates	TCA Cycle	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	NZ_JBBJSQ010000001.1	133619	134905
Carbohydrates	TCA Cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NZ_JBBJSQ010000001.1	698103	699005
Carbohydrates	TCA Cycle	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSQ010000004.1	389757	392618
Carbohydrates	Glyoxylate bypass	Aconitate hydratase (EC 4.2.1.3)	NZ_JBBJSQ010000007.1	263681	266401
Carbohydrates	Glyoxylate bypass	Malate dehydrogenase (EC 1.1.1.37)	NZ_JBBJSQ010000001.1	134934	135872
Carbohydrates	Glyoxylate bypass	(R)-2-hydroxyacid dehydrogenase, similar to L-sulfolactate dehydrogenase (EC 1.1.1.272)	NZ_JBBJSQ010000018.1	29602	28577
Carbohydrates	Glyoxylate bypass	Citrate synthase (si) (EC 2.3.3.1)	NZ_JBBJSQ010000001.1	132419	133537
Carbohydrates	Glyoxylate bypass	Isocitrate lyase (EC 4.1.3.1)	NZ_JBBJSQ010000002.1	2012	3295
Carbohydrates	Glyoxylate bypass	Malate synthase G (EC 2.3.3.9)	NZ_JBBJSQ010000004.1	423665	425842
Carbohydrates	Pentose phosphate pathway	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	NZ_JBBJSQ010000016.1	30736	29783
Carbohydrates	Pentose phosphate pathway	Transaldolase (EC 2.2.1.2)	NZ_JBBJSQ010000001.1	1173918	1174598
Carbohydrates	Pentose phosphate pathway	6-phosphogluconolactonase (EC 3.1.1.31)	NZ_JBBJSQ010000009.1	39574	40638
Carbohydrates	Pentose phosphate pathway	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	NZ_JBBJSQ010000001.1	670082	670738
Carbohydrates	Pentose phosphate pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	NZ_JBBJSQ010000003.1	212817	214331
Carbohydrates	Pentose phosphate pathway	Transketolase (EC 2.2.1.1)	NZ_JBBJSQ010000001.1	821029	823035
Carbohydrates	Pentose phosphate pathway	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	NZ_JBBJSQ010000002.1	130337	131236
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	NZ_JBBJSQ010000008.1	77934	79313
Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	NZ_JBBJSQ010000001.1	450488	451480
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	NZ_JBBJSQ010000004.1	392635	393930
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	NZ_JBBJSQ010000001.1	452492	453754
Carbohydrates	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	NZ_JBBJSQ010000001.1	451493	452476
Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NZ_JBBJSQ010000003.1	396003	394888
Carbohydrates	Dehydrogenase complexes	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NZ_JBBJSQ010000004.1	389757	392618
Carbohydrates	Dehydrogenase complexes	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NZ_JBBJSQ010000006.1	34008	32515
Carbohydrates	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NZ_JBBJSQ010000003.1	394884	393907
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	NZ_JBBJSQ010000003.1	393804	392503
Carbohydrates	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	NZ_JBBJSQ010000001.1	449046	450467
Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine dehydrogenase (EC 1.4.1.1)	NZ_JBBJSQ010000001.1	113642	114763
Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, beta subunit (EC 4.3.1.17)	NZ_JBBJSQ010000001.1	675707	676369
Carbohydrates	Pyruvate Alanine Serine Interconversions	D-alanine aminotransferase (EC 2.6.1.21)	NZ_JBBJSQ010000001.1	876028	875183
Carbohydrates	Pyruvate Alanine Serine Interconversions	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	NZ_JBBJSQ010000004.1	291498	292748
Carbohydrates	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	NZ_JBBJSQ010000001.1	676470	677357
Carbohydrates	Pyruvate Alanine Serine Interconversions	Alanine racemase (EC 5.1.1.1)	NZ_JBBJSQ010000015.1	39699	40889
Carbohydrates	Pyruvate Alanine Serine Interconversions	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	NZ_JBBJSQ010000007.1	305551	306624
Carbohydrates	Pyruvate Alanine Serine Interconversions	Valine--pyruvate aminotransferase (EC 2.6.1.66)	NZ_JBBJSQ010000005.1	130047	128746
Carbohydrates	Methylglyoxal Metabolism	Aldehyde dehydrogenase B (EC 1.2.1.22)	NZ_JBBJSQ010000005.1	147506	146049
Carbohydrates	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)	NZ_JBBJSQ010000001.1	1179768	1181201
Carbohydrates	Methylglyoxal Metabolism	Methylglyoxal synthase (EC 4.2.3.3)	NZ_JBBJSQ010000003.1	358019	357621
Carbohydrates	Methylglyoxal Metabolism	Lactoylglutathione lyase (EC 4.4.1.5)	NZ_JBBJSQ010000003.1	16487	16059
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	NZ_JBBJSQ010000003.1	393804	392503
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NZ_JBBJSQ010000003.1	394884	393907
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NZ_JBBJSQ010000003.1	396003	394888
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate kinase (EC 2.7.2.1)	NZ_JBBJSQ010000001.1	107647	108837
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-dependent protein deacetylase of SIR2 family	NZ_JBBJSQ010000001.1	915142	915861
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	NZ_JBBJSQ010000003.1	392499	391087
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetyltransferase AcuA, acetyl-CoA synthetase inhibitor	NZ_JBBJSQ010000001.1	88120	87488
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Phosphate acetyltransferase (EC 2.3.1.8)	NZ_JBBJSQ010000006.1	275515	274544
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Aldehyde dehydrogenase (EC 1.2.1.3)	NZ_JBBJSQ010000001.1	1179768	1181201
Carbohydrates	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-independent protein deacetylase AcuC	NZ_JBBJSQ010000001.1	86816	85653
Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.79)	NZ_JBBJSQ010000006.1	48012	47023
Carbohydrates	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	NZ_JBBJSQ010000004.1	419370	420695
Carbohydrates	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.26)	NZ_JBBJSQ010000006.1	48012	47023
Carbohydrates	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	NZ_JBBJSQ010000004.1	422041	423492
Carbohydrates	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	NZ_JBBJSQ010000004.1	420696	422057
Carbohydrates	Glycolate, glyoxylate interconversions	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSQ010000006.1	48012	47023
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NAD-dependent malic enzyme (EC 1.1.1.38)	NZ_JBBJSQ010000001.1	1114941	1116656
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component sensor histidine kinase, malate (EC 2.7.3.-)	NZ_JBBJSQ010000009.1	74062	75663
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	NZ_JBBJSQ010000001.1	123630	124859
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NZ_JBBJSQ010000001.1	38337	36748
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	NZ_JBBJSQ010000001.1	128102	129862
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component response regulator, malate (EC 2.7.3.-)	NZ_JBBJSQ010000009.1	75656	76381
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	NZ_JBBJSQ010000002.1	199118	201886
Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate synthase (EC 2.7.9.2)	NZ_JBBJSQ010000008.1	30313	32919
Carbohydrates	Serine-glyoxylate cycle	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	NZ_JBBJSQ010000001.1	389911	390477
Carbohydrates	Serine-glyoxylate cycle	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSQ010000007.1	10108	11244
Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NZ_JBBJSQ010000001.1	698103	699005
Carbohydrates	Serine-glyoxylate cycle	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	NZ_JBBJSQ010000008.1	263843	264697
Carbohydrates	Serine-glyoxylate cycle	Enolase (EC 4.2.1.11)	NZ_JBBJSQ010000006.1	116127	114832
Carbohydrates	Serine-glyoxylate cycle	Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	NZ_JBBJSQ010000001.1	464800	466350
Carbohydrates	Serine-glyoxylate cycle	Serine hydroxymethyltransferase (EC 2.1.2.1)	NZ_JBBJSQ010000006.1	231727	230483
Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	NZ_JBBJSQ010000001.1	696924	698084
Carbohydrates	Serine-glyoxylate cycle	Isocitrate lyase (EC 4.1.3.1)	NZ_JBBJSQ010000002.1	2012	3295
Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	NZ_JBBJSQ010000001.1	486856	487545
Carbohydrates	Serine-glyoxylate cycle	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	NZ_JBBJSQ010000001.1	487566	488234
Carbohydrates	Serine-glyoxylate cycle	Aconitate hydratase (EC 4.2.1.3)	NZ_JBBJSQ010000007.1	263681	266401
Carbohydrates	Serine-glyoxylate cycle	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	NZ_JBBJSQ010000001.1	606669	608210
Carbohydrates	Serine-glyoxylate cycle	Citrate synthase (si) (EC 2.3.3.1)	NZ_JBBJSQ010000001.1	132419	133537
Carbohydrates	Serine-glyoxylate cycle	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NZ_JBBJSQ010000003.1	445081	446919
Carbohydrates	Serine-glyoxylate cycle	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NZ_JBBJSQ010000001.1	38337	36748
Carbohydrates	Serine-glyoxylate cycle	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	NZ_JBBJSQ010000008.1	263843	264697
Carbohydrates	Serine-glyoxylate cycle	Malate dehydrogenase (EC 1.1.1.37)	NZ_JBBJSQ010000001.1	134934	135872
Carbohydrates	Serine-glyoxylate cycle	cytosolic long-chain acyl-CoA thioester hydrolase family protein	NZ_JBBJSQ010000001.1	992180	991662
Carbohydrates	Serine-glyoxylate cycle	Serine--pyruvate aminotransferase (EC 2.6.1.51)	NZ_JBBJSQ010000004.1	291498	292748
