Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|1423.3417.peg.37	CDS	NZ_JBBJSP010000001.1	38639	37632	1008	N-acetylmuramoyl-L-alanine amidase, family 4	- none -	37632	38639	
fig|1423.3417.peg.38	CDS	NZ_JBBJSP010000001.1	38762	39238	477	hypothetical protein	- none -	38762	39238	
fig|1423.3417.peg.39	CDS	NZ_JBBJSP010000001.1	39481	39296	186	Uncharacterized protein YyaL	- none -	39296	39481	
fig|1423.3417.peg.40	CDS	NZ_JBBJSP010000001.1	40470	39553	918	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	39553	40470	
fig|1423.3417.peg.41	CDS	NZ_JBBJSP010000001.1	40877	40467	411	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	40467	40877	
fig|1423.3417.peg.42	CDS	NZ_JBBJSP010000001.1	41348	41662	315	Transcriptional regulator, ArsR family	- none -	41348	41662	
fig|1423.3417.peg.43	CDS	NZ_JBBJSP010000001.1	41744	42172	429	Protein of unknown function DUF606	- none -	41744	42172	
fig|1423.3417.peg.44	CDS	NZ_JBBJSP010000001.1	42186	42659	474	protein of unknown function DUF606	- none -	42186	42659	
fig|1423.3417.peg.45	CDS	NZ_JBBJSP010000001.1	42979	42794	186	Uncharacterized protein YyaL	- none -	42794	42979	
fig|1423.3417.peg.46	CDS	NZ_JBBJSP010000001.1	43126	43434	309	hypothetical protein	- none -	43126	43434	
fig|1423.3417.peg.47	CDS	NZ_JBBJSP010000001.1	44180	43584	597	Uncharacterized protein YyaS	- none -	43584	44180	
fig|1423.3417.peg.48	CDS	NZ_JBBJSP010000001.1	44622	44182	441	GNAT family acetyltransferase YybD	- none -	44182	44622	
fig|1423.3417.peg.49	CDS	NZ_JBBJSP010000001.1	44742	45194	453	Uncharacterized transcriptional regulator YybA, MarR family	- none -	44742	45194	
fig|1423.3417.peg.50	CDS	NZ_JBBJSP010000001.1	45364	46026	663	Probable metallo-hydrolase YybB	- none -	45364	46026	
fig|1423.3417.peg.51	CDS	NZ_JBBJSP010000001.1	46680	46201	480	Uncharacterized protein YybC	- none -	46201	46680	
fig|1423.3417.peg.52	CDS	NZ_JBBJSP010000001.1	47206	46763	444	GNAT family acetyltransferase YybD	- none -	46763	47206	
fig|1423.3417.peg.53	CDS	NZ_JBBJSP010000001.1	48098	47220	879	Transcriptional regulator, LysR family	- none -	47220	48098	
fig|1423.3417.peg.54	CDS	NZ_JBBJSP010000001.1	48286	49500	1215	Uncharacterized MFS-type transporter YnfM	- none -	48286	49500	
fig|1423.3417.peg.55	CDS	NZ_JBBJSP010000001.1	49667	49533	135	Uncharacterized protein YybG	- none -	49533	49667	
fig|1423.3417.peg.56	CDS	NZ_JBBJSP010000001.1	50371	49664	708	Uncharacterized protein YybG	- none -	49664	50371	
fig|1423.3417.peg.57	CDS	NZ_JBBJSP010000001.1	50517	50906	390	Uncharacterized protein YybH	- none -	50517	50906	
fig|1423.3417.peg.58	CDS	NZ_JBBJSP010000001.1	50974	51762	789	Uncharacterized protein YybI	- none -	50974	51762	
fig|1423.3417.peg.59	CDS	NZ_JBBJSP010000001.1	52537	51800	738	hypothetical protein	- none -	51800	52537	
fig|1423.3417.peg.60	CDS	NZ_JBBJSP010000001.1	54008	52698	1311	Uncharacterized transporter YybO	- none -	52698	54008	
fig|1423.3417.peg.61	CDS	NZ_JBBJSP010000001.1	54109	54429	321	FIG01243582: hypothetical protein	- none -	54109	54429	
fig|1423.3417.peg.62	CDS	NZ_JBBJSP010000001.1	54441	54887	447	YybP	- none -	54441	54887	
fig|1423.3417.peg.63	CDS	NZ_JBBJSP010000001.1	55849	54920	930	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	Phosphate metabolism	54920	55849	
fig|1423.3417.peg.64	CDS	NZ_JBBJSP010000001.1	56055	56432	378	Transcriptional regulator, HxlR family	- none -	56055	56432	
fig|1423.3417.peg.65	CDS	NZ_JBBJSP010000001.1	56946	56464	483	Spore coat protein CotF	- none -	56464	56946	
fig|1423.3417.peg.66	CDS	NZ_JBBJSP010000001.1	57092	57241	150	FIG01237362: hypothetical protein	- none -	57092	57241	
fig|1423.3417.peg.67	CDS	NZ_JBBJSP010000001.1	57244	57357	114	hypothetical protein	- none -	57244	57357	
fig|1423.3417.peg.68	CDS	NZ_JBBJSP010000001.1	57466	58395	930	Uncharacterized protein YybS	- none -	57466	58395	
fig|1423.3417.peg.69	CDS	NZ_JBBJSP010000001.1	58432	60411	1980	Cyclic-di-AMP phosphodiesterase GdpP	- none -	58432	60411	
fig|1423.3417.peg.70	CDS	NZ_JBBJSP010000001.1	60408	60857	450	LSU ribosomal protein L9p	Ribosome LSU bacterial	60408	60857	
fig|1423.3417.peg.71	CDS	NZ_JBBJSP010000001.1	62952	60895	2058	Putative mannosyltransferase YkcB	- none -	60895	62952	
fig|1423.3417.peg.72	CDS	NZ_JBBJSP010000001.1	64266	63058	1209	Uncharacterized MFS-type transporter YycB	- none -	63058	64266	
fig|1423.3417.peg.73	CDS	NZ_JBBJSP010000001.1	64479	64339	141	Uncharacterized protein YycC	- none -	64339	64479	
fig|1423.3417.peg.74	CDS	NZ_JBBJSP010000001.1	64600	64803	204	FIG01235398: hypothetical protein	- none -	64600	64803	
fig|1423.3417.peg.75	CDS	NZ_JBBJSP010000001.1	65051	64851	201	Uncharacterized protein YycD	- none -	64851	65051	
fig|1423.3417.peg.76	CDS	NZ_JBBJSP010000001.1	65221	66585	1365	Replicative DNA helicase (DnaB) (EC 3.6.4.12)	- none -	65221	66585	
fig|1423.3417.peg.77	CDS	NZ_JBBJSP010000001.1	66706	67125	420	prolyl endopeptidase	- none -	66706	67125	
fig|1423.3417.peg.78	CDS	NZ_JBBJSP010000001.1	67331	68623	1293	Adenylosuccinate synthetase (EC 6.3.4.4)	Purine conversions	67331	68623	
fig|1423.3417.rna.1	RNA	NZ_JBBJSP010000001.1	68848	68923	76	tRNA-Lys-TTT	- none -	68848	68923	
fig|1423.3417.rna.2	RNA	NZ_JBBJSP010000001.1	68933	69004	72	tRNA-Glu-TTC	- none -	68933	69004	
fig|1423.3417.rna.3	RNA	NZ_JBBJSP010000001.1	69086	69162	77	tRNA-Asp-GTC	- none -	69086	69162	
fig|1423.3417.rna.4	RNA	NZ_JBBJSP010000001.1	69198	69270	73	tRNA-Phe-GAA	tRNAs	69198	69270	
fig|1423.3417.peg.79	CDS	NZ_JBBJSP010000001.1	69651	70361	711	Two-component response regulator SA14-24	Heme, hemin uptake and utilization systems in GramPositives	69651	70361	
fig|1423.3417.peg.80	CDS	NZ_JBBJSP010000001.1	70369	72204	1836	Two-component sensor kinase SA14-24	Heme, hemin uptake and utilization systems in GramPositives	70369	72204	
fig|1423.3417.peg.81	CDS	NZ_JBBJSP010000001.1	72185	73561	1377	Two-component system YycFG regulatory protein YycH	- none -	72185	73561	
fig|1423.3417.peg.82	CDS	NZ_JBBJSP010000001.1	73548	74390	843	Two-component system YycFG regulatory protein YycI	- none -	73548	74390	
fig|1423.3417.peg.83	CDS	NZ_JBBJSP010000001.1	74412	75206	795	Zn-dependent hydrolase YycJ/WalJ, required for cell wall metabolism and coordination of cell division with DNA replication	Heme, hemin uptake and utilization systems in GramPositives	74412	75206	
fig|1423.3417.peg.84	CDS	NZ_JBBJSP010000001.1	75288	76490	1203	Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)	- none -	75288	76490	
fig|1423.3417.peg.85	CDS	NZ_JBBJSP010000001.1	77136	76636	501	hypothetical protein	- none -	76636	77136	
fig|1423.3417.peg.86	CDS	NZ_JBBJSP010000001.1	78196	77297	900	hypothetical protein	- none -	77297	78196	
fig|1423.3417.peg.87	CDS	NZ_JBBJSP010000001.1	78408	79091	684	Two-component response regulator DSY4317	- none -	78408	79091	
fig|1423.3417.peg.88	CDS	NZ_JBBJSP010000001.1	79088	80554	1467	Sporulation kinase C (EC 2.7.13.3)	Sporulation gene orphans	79088	80554	
fig|1423.3417.peg.89	CDS	NZ_JBBJSP010000001.1	81921	80536	1386	Arginine utilization regulatory protein RocR	Arginine and Ornithine Degradation	80536	81921	
fig|1423.3417.peg.90	CDS	NZ_JBBJSP010000001.1	81996	82124	129	hypothetical protein	- none -	81996	82124	
fig|1423.3417.peg.91	CDS	NZ_JBBJSP010000001.1	82159	83364	1206	Ornithine aminotransferase (EC 2.6.1.13)	Arginine and Ornithine Degradation, Dimethylarginine metabolism	82159	83364	
fig|1423.3417.peg.92	CDS	NZ_JBBJSP010000001.1	83587	84990	1404	Arginine permease RocE	Arginine and Ornithine Degradation	83587	84990	
fig|1423.3417.peg.93	CDS	NZ_JBBJSP010000001.1	85064	85954	891	Arginase (EC 3.5.3.1)	Arginine and Ornithine Degradation	85064	85954	
fig|1423.3417.peg.94	CDS	NZ_JBBJSP010000001.1	86105	85989	117	PhrG, regulator of the activity of phosphatase RapG	- none -	85989	86105	
fig|1423.3417.peg.95	CDS	NZ_JBBJSP010000001.1	87203	86106	1098	Response regulator aspartate phosphatase G	- none -	86106	87203	
fig|1423.3417.peg.96	CDS	NZ_JBBJSP010000001.1	87314	87784	471	acetyltransferase, GNAT family	- none -	87314	87784	
fig|1423.3417.peg.97	CDS	NZ_JBBJSP010000001.1	87926	88663	738	unknown	- none -	87926	88663	
fig|1423.3417.peg.98	CDS	NZ_JBBJSP010000001.1	88674	89837	1164	FIG01242922: hypothetical protein	- none -	88674	89837	
fig|1423.3417.peg.99	CDS	NZ_JBBJSP010000001.1	89853	90101	249	Uncharacterized protein yycQ	- none -	89853	90101	
fig|1423.3417.peg.100	CDS	NZ_JBBJSP010000001.1	90205	90375	171	FIG01234379: hypothetical protein	- none -	90205	90375	
fig|1423.3417.peg.101	CDS	NZ_JBBJSP010000001.1	90438	91664	1227	Glutathione-independent formaldehyde dehydrogenase (EC 1.2.1.46)	- none -	90438	91664	
fig|1423.3417.peg.102	CDS	NZ_JBBJSP010000001.1	92111	91698	414	FIG01232189: hypothetical protein	- none -	91698	92111	
fig|1423.3417.peg.103	CDS	NZ_JBBJSP010000001.1	92296	92466	171	hypothetical protein	- none -	92296	92466	
fig|1423.3417.peg.104	CDS	NZ_JBBJSP010000001.1	92547	93026	480	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)	- none -	92547	93026	
fig|1423.3417.peg.105	CDS	NZ_JBBJSP010000001.1	94197	93160	1038	hypothetical protein	- none -	93160	94197	
fig|1423.3417.peg.106	CDS	NZ_JBBJSP010000001.1	94676	95971	1296	hypothetical protein	- none -	94676	95971	
fig|1423.3417.peg.107	CDS	NZ_JBBJSP010000001.1	96058	97074	1017	hypothetical protein	- none -	96058	97074	
fig|1423.3417.peg.108	CDS	NZ_JBBJSP010000001.1	97294	97115	180	hypothetical protein	- none -	97115	97294	
fig|1423.3417.peg.109	CDS	NZ_JBBJSP010000001.1	99326	97401	1926	Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	- none -	97401	99326	
fig|1423.3417.peg.110	CDS	NZ_JBBJSP010000001.1	99807	100436	630	ABC transporter predicted to export YydF, ATP-binding protein	- none -	99807	100436	
fig|1423.3417.peg.111	CDS	NZ_JBBJSP010000001.1	100457	101179	723	ABC transporter predicted to export YydF, permease protein	- none -	100457	101179	
fig|1423.3417.peg.112	CDS	NZ_JBBJSP010000001.1	101468	101310	159	hypothetical protein	- none -	101310	101468	
fig|1423.3417.peg.113	CDS	NZ_JBBJSP010000001.1	102207	101497	711	Transcriptional regulator, GntR family	- none -	101497	102207	
fig|1423.3417.peg.114	CDS	NZ_JBBJSP010000001.1	102552	102854	303	PTS system, IIA component	- none -	102552	102854	
fig|1423.3417.peg.115	CDS	NZ_JBBJSP010000001.1	102868	104307	1440	6-phospho-beta-glucosidase (EC 3.2.1.86)	- none -	102868	104307	
fig|1423.3417.peg.116	CDS	NZ_JBBJSP010000001.1	104596	105948	1353	hypothetical protein	- none -	104596	105948	
fig|1423.3417.peg.117	CDS	NZ_JBBJSP010000001.1	107589	106060	1530	Alkyl hydroperoxide reductase protein F	- none -	106060	107589	
fig|1423.3417.peg.118	CDS	NZ_JBBJSP010000001.1	108166	107603	564	Alkyl hydroperoxide reductase protein C (EC 1.11.1.15)	- none -	107603	108166	
fig|1423.3417.peg.119	CDS	NZ_JBBJSP010000001.1	108403	108522	120	hypothetical protein	- none -	108403	108522	
fig|1423.3417.peg.120	CDS	NZ_JBBJSP010000001.1	110051	108645	1407	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	D-gluconate and ketogluconates metabolism, Pentose phosphate pathway	108645	110051	
fig|1423.3417.peg.121	CDS	NZ_JBBJSP010000001.1	111420	110074	1347	Gluconate permease, Bsu4004 homolog	D-gluconate and ketogluconates metabolism	110074	111420	
fig|1423.3417.peg.122	CDS	NZ_JBBJSP010000001.1	112990	111449	1542	Gluconokinase (EC 2.7.1.12)	D-gluconate and ketogluconates metabolism	111449	112990	
fig|1423.3417.peg.123	CDS	NZ_JBBJSP010000001.1	113714	112983	732	Gluconate operon transcriptional repressor	D-gluconate and ketogluconates metabolism	112983	113714	
fig|1423.3417.peg.124	CDS	NZ_JBBJSP010000001.1	113910	115058	1149	Glycerate kinase (EC 2.7.1.31)	D-galactarate, D-glucarate and D-glycerate catabolism, D-galactarate, D-glucarate and D-glycerate catabolism - gjo, Glycerate metabolism, Glycine and Serine Utilization	113910	115058	
fig|1423.3417.peg.125	CDS	NZ_JBBJSP010000001.1	115151	116182	1032	COG5039: Exopolysaccharide biosynthesis protein	- none -	115151	116182	
fig|1423.3417.peg.126	CDS	NZ_JBBJSP010000001.1	116914	116222	693	Holin-like protein 2 / Holin associated membrane protein 2	Murein hydrolase regulation and cell death, Murein hydrolase regulation and cell death	116222	116914	
fig|1423.3417.peg.127	CDS	NZ_JBBJSP010000001.1	117288	116884	405	Holin-like protein 2 / Holin associated membrane protein 2	Murein hydrolase regulation and cell death, Murein hydrolase regulation and cell death	116884	117288	
fig|1423.3417.peg.128	CDS	NZ_JBBJSP010000001.1	117515	117946	432	Transcriptional regulator, MarR family	- none -	117515	117946	
fig|1423.3417.peg.129	CDS	NZ_JBBJSP010000001.1	119074	118004	1071	Uncharacterized oxidoreductase YxnA	- none -	118004	119074	
fig|1423.3417.peg.130	CDS	NZ_JBBJSP010000001.1	119205	119780	576	Transcriptional regulator, AcrR family	- none -	119205	119780	
fig|1423.3417.peg.131	CDS	NZ_JBBJSP010000001.1	119870	120883	1014	Quercetin 2,3-dioxygenase (EC 1.13.11.24) => QdoI	- none -	119870	120883	
fig|1423.3417.peg.132	CDS	NZ_JBBJSP010000001.1	120991	122199	1209	hypothetical protein	- none -	120991	122199	
fig|1423.3417.peg.133	CDS	NZ_JBBJSP010000001.1	122684	122229	456	hypothetical protein	- none -	122229	122684	
fig|1423.3417.peg.134	CDS	NZ_JBBJSP010000001.1	122939	123364	426	Uncharacterized protein YxaJ	- none -	122939	123364	
fig|1423.3417.peg.135	CDS	NZ_JBBJSP010000001.1	123465	124697	1233	cell surface protein	- none -	123465	124697	
fig|1423.3417.peg.136	CDS	NZ_JBBJSP010000001.1	125197	124742	456	hypothetical protein	- none -	124742	125197	
fig|1423.3417.peg.137	CDS	NZ_JBBJSP010000001.1	126723	125386	1338	Aldehyde dehydrogenase (EC 1.2.1.3)	Methylglyoxal Metabolism, Methylglyoxal Metabolism, Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	125386	126723	
fig|1423.3417.peg.138	CDS	NZ_JBBJSP010000001.1	126866	128008	1143	FIG01236475: hypothetical protein	- none -	126866	128008	
fig|1423.3417.peg.139	CDS	NZ_JBBJSP010000001.1	128859	128038	822	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	- none -	128038	128859	
fig|1423.3417.peg.140	CDS	NZ_JBBJSP010000001.1	128976	129227	252	Uncharacterized protein yxcA	- none -	128976	129227	
fig|1423.3417.peg.141	CDS	NZ_JBBJSP010000001.1	129395	131275	1881	Chaperone protein HtpG	Protein chaperones	129395	131275	
fig|1423.3417.peg.142	CDS	NZ_JBBJSP010000001.1	132702	131317	1386	Major myo-inositol transporter IolT	Inositol catabolism	131317	132702	
fig|1423.3417.peg.143	CDS	NZ_JBBJSP010000001.1	133331	132819	513	CBS-domain-containing membrane protein	- none -	132819	133331	
fig|1423.3417.peg.144	CDS	NZ_JBBJSP010000001.1	134010	133444	567	hypothetical protein	- none -	133444	134010	
fig|1423.3417.peg.145	CDS	NZ_JBBJSP010000001.1	134508	134200	309	FIG01229827: hypothetical protein	- none -	134200	134508	
fig|1423.3417.peg.146	CDS	NZ_JBBJSP010000001.1	135162	134512	651	hypothetical protein	- none -	134512	135162	
fig|1423.3417.peg.147	CDS	NZ_JBBJSP010000001.1	135284	135159	126	hypothetical protein	- none -	135159	135284	
fig|1423.3417.peg.148	CDS	NZ_JBBJSP010000001.1	136356	135424	933	myo-inositol operon protein IolS	- none -	135424	136356	
fig|1423.3417.peg.149	CDS	NZ_JBBJSP010000001.1	137165	136410	756	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	Inositol catabolism	136410	137165	
fig|1423.3417.peg.150	CDS	NZ_JBBJSP010000001.1	137582	139045	1464	Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)	- none -	137582	139045	
fig|1423.3417.peg.151	CDS	NZ_JBBJSP010000001.1	139120	139935	816	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	- none -	139120	139935	
fig|1423.3417.peg.152	CDS	NZ_JBBJSP010000001.1	139959	140936	978	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	Inositol catabolism	139959	140936	
fig|1423.3417.peg.153	CDS	NZ_JBBJSP010000001.1	140969	142882	1914	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (EC 3.7.1.22)	- none -	140969	142882	
fig|1423.3417.peg.154	CDS	NZ_JBBJSP010000001.1	142899	143792	894	Inosose dehydratase (EC 4.2.1.44)	Inositol catabolism	142899	143792	
fig|1423.3417.peg.155	CDS	NZ_JBBJSP010000001.1	143792	145123	1332	Minor myo-inositol transporter IolF	Inositol catabolism	143792	145123	
fig|1423.3417.peg.156	CDS	NZ_JBBJSP010000001.1	145146	146180	1035	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	Inositol catabolism	145146	146180	
fig|1423.3417.peg.157	CDS	NZ_JBBJSP010000001.1	146200	147069	870	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	Inositol catabolism	146200	147069	
fig|1423.3417.peg.158	CDS	NZ_JBBJSP010000001.1	147155	147991	837	Inosose isomerase (EC 5.3.99.11)	- none -	147155	147991	
fig|1423.3417.peg.159	CDS	NZ_JBBJSP010000001.1	148012	148884	873	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	Inositol catabolism	148012	148884	
fig|1423.3417.peg.160	CDS	NZ_JBBJSP010000001.1	148992	149681	690	ABC transporter-like sensor linked response regulator YxdJ	- none -	148992	149681	
fig|1423.3417.peg.161	CDS	NZ_JBBJSP010000001.1	149678	150655	978	ABC transporter-like sensor linked histidine kinase YxdK	- none -	149678	150655	
fig|1423.3417.peg.162	CDS	NZ_JBBJSP010000001.1	150799	151572	774	ABC transporter-like sensor ATP-binding protein YxdL	- none -	150799	151572	
fig|1423.3417.peg.163	CDS	NZ_JBBJSP010000001.1	151547	153415	1869	ABC transporter-like sensor and permease protein YxdM	- none -	151547	153415	
fig|1423.3417.peg.164	CDS	NZ_JBBJSP010000001.1	153429	153776	348	DUF1093 domain-containing protein	- none -	153429	153776	
fig|1423.3417.peg.165	CDS	NZ_JBBJSP010000001.1	154782	153817	966	ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)	- none -	153817	154782	
fig|1423.3417.peg.166	CDS	NZ_JBBJSP010000001.1	154961	155359	399	Uncharacterized protein YxeC	- none -	154961	155359	
fig|1423.3417.peg.167	CDS	NZ_JBBJSP010000001.1	155756	155403	354	Uncharacterized protein YxeD	- none -	155403	155756	
fig|1423.3417.peg.168	CDS	NZ_JBBJSP010000001.1	156368	156003	366	Uncharacterized protein YxeE	- none -	156003	156368	
fig|1423.3417.peg.169	CDS	NZ_JBBJSP010000001.1	156457	156891	435	FIG01231818: hypothetical protein	- none -	156457	156891	
fig|1423.3417.peg.170	CDS	NZ_JBBJSP010000001.1	156872	157429	558	YxeG	- none -	156872	157429	
fig|1423.3417.peg.171	CDS	NZ_JBBJSP010000001.1	157469	158281	813	Sugar phosphatase YidA (EC 3.1.3.23)	- none -	157469	158281	
fig|1423.3417.peg.172	CDS	NZ_JBBJSP010000001.1	158436	159422	987	Choloylglycine hydrolase (EC 3.5.1.24)	Bile hydrolysis	158436	159422	
fig|1423.3417.peg.173	CDS	NZ_JBBJSP010000001.1	159409	159570	162	FIG01240631: hypothetical protein	- none -	159409	159570	
fig|1423.3417.peg.174	CDS	NZ_JBBJSP010000001.1	159822	161147	1326	Nitrilotriacetate monooxygenase [FMNH2]	- none -	159822	161147	
fig|1423.3417.peg.175	CDS	NZ_JBBJSP010000001.1	161161	161658	498	FIG01228824: hypothetical protein	- none -	161161	161658	
fig|1423.3417.peg.176	CDS	NZ_JBBJSP010000001.1	161684	162478	795	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)	- none -	161684	162478	
fig|1423.3417.peg.177	CDS	NZ_JBBJSP010000001.1	162501	163175	675	Probable amino-acid permease protein YxeN	- none -	162501	163175	
fig|1423.3417.peg.178	CDS	NZ_JBBJSP010000001.1	163188	163937	750	Probable amino-acid import ATP-binding protein YxeO	- none -	163188	163937	
fig|1423.3417.peg.179	CDS	NZ_JBBJSP010000001.1	163954	165096	1143	Uncharacterized amidohydrolase YxeP	- none -	163954	165096	
