Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|246786.26.peg.33	CDS	NZ_JBBJSM010000001.1	31052	32035	984	Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	Biotin biosynthesis	31052	32035	
fig|246786.26.peg.34	CDS	NZ_JBBJSM010000001.1	32287	33129	843	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	Coenzyme A Biosynthesis, Coenzyme A Biosynthesis cluster	32287	33129	
fig|246786.26.peg.35	CDS	NZ_JBBJSM010000001.1	33126	33968	843	Pantoate--beta-alanine ligase (EC 6.3.2.1)	Coenzyme A Biosynthesis, Coenzyme A Biosynthesis cluster, Folate biosynthesis cluster	33126	33968	
fig|246786.26.peg.36	CDS	NZ_JBBJSM010000001.1	33993	34376	384	Aspartate 1-decarboxylase (EC 4.1.1.11)	Coenzyme A Biosynthesis, Coenzyme A Biosynthesis cluster, Folate biosynthesis cluster	33993	34376	
fig|246786.26.peg.37	CDS	NZ_JBBJSM010000001.1	34508	37312	2805	DinG family ATP-dependent helicase YoaA	DNA repair, bacterial DinG and relatives	34508	37312	
fig|246786.26.peg.38	CDS	NZ_JBBJSM010000001.1	37494	37664	171	Uncharacterized protein YpmA	- none -	37494	37664	
fig|246786.26.peg.39	CDS	NZ_JBBJSM010000001.1	37677	38168	492	hypothetical protein	- none -	37677	38168	
fig|246786.26.peg.40	CDS	NZ_JBBJSM010000001.1	38182	39369	1188	Aspartate aminotransferase (EC 2.6.1.1)	CBSS-216591.1.peg.168, Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis, Threonine and Homoserine Biosynthesis	38182	39369	
fig|246786.26.peg.41	CDS	NZ_JBBJSM010000001.1	39482	40774	1293	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	tRNA aminoacylation, Asp and Asn	39482	40774	
fig|246786.26.peg.42	CDS	NZ_JBBJSM010000001.1	40954	41658	705	Chromosome replication initiation protein DnaD	- none -	40954	41658	
fig|246786.26.peg.43	CDS	NZ_JBBJSM010000001.1	41681	42343	663	Endonuclease III (EC 4.2.99.18)	- none -	41681	42343	
fig|246786.26.peg.44	CDS	NZ_JBBJSM010000001.1	42336	42869	534	hypothetical protein	- none -	42336	42869	
fig|246786.26.peg.45	CDS	NZ_JBBJSM010000001.1	45640	42944	2697	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	Type IV pilus	42944	45640	
fig|246786.26.peg.46	CDS	NZ_JBBJSM010000001.1	46260	45664	597	RecU Holliday junction resolvase	DNA repair, bacterial RecFOR pathway	45664	46260	
fig|246786.26.peg.47	CDS	NZ_JBBJSM010000001.1	46404	47375	972	Uncharacterized protein YppC	- none -	46404	47375	
fig|246786.26.peg.48	CDS	NZ_JBBJSM010000001.1	47561	47448	114	hypothetical protein	- none -	47448	47561	
fig|246786.26.peg.49	CDS	NZ_JBBJSM010000001.1	47746	47982	237	hypothetical protein	- none -	47746	47982	
fig|246786.26.peg.50	CDS	NZ_JBBJSM010000001.1	48041	48412	372	hypothetical protein	- none -	48041	48412	
fig|246786.26.peg.51	CDS	NZ_JBBJSM010000001.1	48813	48526	288	hypothetical protein	- none -	48526	48813	
fig|246786.26.peg.52	CDS	NZ_JBBJSM010000001.1	48992	48813	180	hypothetical protein	- none -	48813	48992	
fig|246786.26.peg.53	CDS	NZ_JBBJSM010000001.1	49165	49614	450	hypothetical protein	- none -	49165	49614	
fig|246786.26.peg.54	CDS	NZ_JBBJSM010000001.1	49647	49949	303	hypothetical protein	- none -	49647	49949	
fig|246786.26.peg.55	CDS	NZ_JBBJSM010000001.1	50106	49972	135	hypothetical protein	- none -	49972	50106	
fig|246786.26.peg.56	CDS	NZ_JBBJSM010000001.1	50357	50106	252	hypothetical protein	- none -	50106	50357	
fig|246786.26.peg.57	CDS	NZ_JBBJSM010000001.1	50512	50357	156	hypothetical protein	- none -	50357	50512	
fig|246786.26.peg.58	CDS	NZ_JBBJSM010000001.1	50978	50574	405	hypothetical protein	- none -	50574	50978	
fig|246786.26.peg.59	CDS	NZ_JBBJSM010000001.1	51180	51683	504	PTS system, glucose-specific IIA component (EC 2.7.1.199)	- none -	51180	51683	
fig|246786.26.peg.60	CDS	NZ_JBBJSM010000001.1	51778	54072	2295	ATP-dependent RNA helicase	- none -	51778	54072	
fig|246786.26.peg.61	CDS	NZ_JBBJSM010000001.1	54063	55307	1245	Predicted exonuclease	- none -	54063	55307	
fig|246786.26.peg.62	CDS	NZ_JBBJSM010000001.1	55652	56074	423	Inner spore coat protein CotD	- none -	55652	56074	
fig|246786.26.peg.63	CDS	NZ_JBBJSM010000001.1	56138	56704	567	UPF0398 protein YpsA	- none -	56138	56704	
fig|246786.26.peg.64	CDS	NZ_JBBJSM010000001.1	56781	57086	306	Cell division protein GpsB, coordinates the switch between cylindrical and septal cell wall synthesis by re-localization of PBP1	- none -	56781	57086	
fig|246786.26.peg.65	CDS	NZ_JBBJSM010000001.1	57896	59047	1152	23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173)	- none -	57896	59047	
fig|246786.26.peg.66	CDS	NZ_JBBJSM010000001.1	59103	59300	198	hypothetical protein	- none -	59103	59300	
fig|246786.26.peg.67	CDS	NZ_JBBJSM010000001.1	59444	61381	1938	DinG family ATP-dependent helicase YpvA	DNA repair, bacterial DinG and relatives	59444	61381	
fig|246786.26.peg.68	CDS	NZ_JBBJSM010000001.1	61619	63136	1518	Thermostable carboxypeptidase 1 (EC 3.4.17.19)	Metallocarboxypeptidases (EC 3.4.17.-)	61619	63136	
fig|246786.26.peg.69	CDS	NZ_JBBJSM010000001.1	63473	64063	591	Xanthine phosphoribosyltransferase (EC 2.4.2.22)	Purine conversions, Xanthine Metabolism in Bacteria	63473	64063	
fig|246786.26.peg.70	CDS	NZ_JBBJSM010000001.1	64060	65370	1311	Xanthine permease	Purine Utilization, Xanthine Metabolism in Bacteria	64060	65370	
fig|246786.26.peg.71	CDS	NZ_JBBJSM010000001.1	66197	65439	759	L,D-transpeptidase	- none -	65439	66197	
fig|246786.26.peg.72	CDS	NZ_JBBJSM010000001.1	66303	66956	654	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase related protein	- none -	66303	66956	
fig|246786.26.peg.73	CDS	NZ_JBBJSM010000001.1	67033	67569	537	hypothetical protein	- none -	67033	67569	
fig|246786.26.peg.74	CDS	NZ_JBBJSM010000001.1	67756	68856	1101	Naringenin-chalcone synthase (EC 2.3.1.74)	- none -	67756	68856	
fig|246786.26.peg.75	CDS	NZ_JBBJSM010000001.1	68853	69416	564	hypothetical protein	- none -	68853	69416	
fig|246786.26.peg.76	CDS	NZ_JBBJSM010000001.1	69977	69690	288	hypothetical protein	- none -	69690	69977	
fig|246786.26.peg.77	CDS	NZ_JBBJSM010000001.1	70187	70822	636	FMN-dependent NADH-azoreductase (EC 1.7.1.6)	- none -	70187	70822	
fig|246786.26.peg.78	CDS	NZ_JBBJSM010000001.1	70961	71296	336	Transcriptional regulator, PadR family	CBSS-1352.1.peg.856	70961	71296	
fig|246786.26.peg.79	CDS	NZ_JBBJSM010000001.1	71300	71821	522	hypothetical protein	- none -	71300	71821	
fig|246786.26.peg.80	CDS	NZ_JBBJSM010000001.1	71929	72555	627	hypothetical protein	- none -	71929	72555	
fig|246786.26.peg.81	CDS	NZ_JBBJSM010000001.1	73004	72612	393	hypothetical protein	- none -	72612	73004	
fig|246786.26.peg.82	CDS	NZ_JBBJSM010000001.1	73233	76808	3576	Uncharacterized protein Bsub YpbR	- none -	73233	76808	
fig|246786.26.peg.83	CDS	NZ_JBBJSM010000001.1	76805	77002	198	hypothetical protein	- none -	76805	77002	
fig|246786.26.peg.84	CDS	NZ_JBBJSM010000001.1	76986	77261	276	Uncharacterized protein YpbS	- none -	76986	77261	
fig|246786.26.peg.85	CDS	NZ_JBBJSM010000001.1	77330	77455	126	hypothetical protein	- none -	77330	77455	
fig|246786.26.peg.86	CDS	NZ_JBBJSM010000001.1	77575	78474	900	DNA polymerase I 5'-3' exonuclease domain	DNA replication strays	77575	78474	
fig|246786.26.peg.87	CDS	NZ_JBBJSM010000001.1	78575	79231	657	hypothetical protein	- none -	78575	79231	
fig|246786.26.peg.88	CDS	NZ_JBBJSM010000001.1	79254	79532	279	hypothetical protein	- none -	79254	79532	
fig|246786.26.peg.89	CDS	NZ_JBBJSM010000001.1	80455	79559	897	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	79559	80455	
fig|246786.26.peg.90	CDS	NZ_JBBJSM010000001.1	80853	80452	402	Ribonuclease HI, Bacillus nonfunctional homolog	Ribonuclease H	80452	80853	
fig|246786.26.peg.91	CDS	NZ_JBBJSM010000001.1	81543	80866	678	Putative preQ0 transporter YhhQ	- none -	80866	81543	
fig|246786.26.peg.92	CDS	NZ_JBBJSM010000001.1	81700	82368	669	hypothetical protein	- none -	81700	82368	
fig|246786.26.peg.93	CDS	NZ_JBBJSM010000001.1	82361	82546	186	hypothetical protein	- none -	82361	82546	
fig|246786.26.peg.94	CDS	NZ_JBBJSM010000001.1	82851	82585	267	hypothetical protein	- none -	82585	82851	
fig|246786.26.peg.95	CDS	NZ_JBBJSM010000001.1	83043	83249	207	hypothetical protein	- none -	83043	83249	
fig|246786.26.peg.96	CDS	NZ_JBBJSM010000001.1	83507	83307	201	Cold shock protein of CSP family	- none -	83307	83507	
fig|246786.26.peg.97	CDS	NZ_JBBJSM010000001.1	83745	83996	252	hypothetical protein	- none -	83745	83996	
fig|246786.26.peg.98	CDS	NZ_JBBJSM010000001.1	84066	84332	267	Phosphotransferase system, phosphocarrier protein HPr	Fructose utilization, HPr catabolite repression system	84066	84332	
fig|246786.26.peg.99	CDS	NZ_JBBJSM010000001.1	84406	84588	183	hypothetical protein	- none -	84406	84588	
fig|246786.26.peg.100	CDS	NZ_JBBJSM010000001.1	85018	84863	156	hypothetical protein	- none -	84863	85018	
fig|246786.26.peg.101	CDS	NZ_JBBJSM010000001.1	85258	85031	228	hypothetical protein	- none -	85031	85258	
fig|246786.26.peg.102	CDS	NZ_JBBJSM010000001.1	85397	86095	699	SAM-dependent methyltransferase	- none -	85397	86095	
fig|246786.26.peg.103	CDS	NZ_JBBJSM010000001.1	86092	86790	699	DUF124 domain-containing protein	- none -	86092	86790	
fig|246786.26.peg.104	CDS	NZ_JBBJSM010000001.1	87841	86834	1008	hypothetical protein	- none -	86834	87841	
fig|246786.26.peg.105	CDS	NZ_JBBJSM010000001.1	89029	87884	1146	Processive diacylglycerol beta-glucosyltransferase (EC 2.4.1.315)	- none -	87884	89029	
fig|246786.26.peg.106	CDS	NZ_JBBJSM010000001.1	90101	89193	909	Homoserine O-succinyltransferase (EC 2.3.1.46)	Methionine Biosynthesis	89193	90101	
fig|246786.26.peg.107	CDS	NZ_JBBJSM010000001.1	90232	91917	1686	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	One-carbon metabolism by tetrahydropterines	90232	91917	
fig|246786.26.peg.108	CDS	NZ_JBBJSM010000001.1	91917	92417	501	Bacillus cereus group-specific protein, uncharacterized	- none -	91917	92417	
fig|246786.26.peg.109	CDS	NZ_JBBJSM010000001.1	92420	92902	483	Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15)	Glutathione: Redox cycle	92420	92902	
fig|246786.26.peg.110	CDS	NZ_JBBJSM010000001.1	92960	93823	864	Amidohydrolase	- none -	92960	93823	
fig|246786.26.peg.111	CDS	NZ_JBBJSM010000001.1	93883	94731	849	hypothetical protein	- none -	93883	94731	
fig|246786.26.peg.112	CDS	NZ_JBBJSM010000001.1	94745	95395	651	HD domain protein	- none -	94745	95395	
fig|246786.26.peg.113	CDS	NZ_JBBJSM010000001.1	95475	96599	1125	PBS lyase HEAT-like repeat domain protein	- none -	95475	96599	
fig|246786.26.peg.114	CDS	NZ_JBBJSM010000001.1	96748	97452	705	hypothetical protein	- none -	96748	97452	
fig|246786.26.peg.115	CDS	NZ_JBBJSM010000001.1	97484	98230	747	Methionine aminopeptidase (EC 3.4.11.18)	CBSS-312309.3.peg.1965, Translation termination factors bacterial	97484	98230	
fig|246786.26.peg.116	CDS	NZ_JBBJSM010000001.1	98833	100530	1698	Dihydroxy-acid dehydratase (EC 4.2.1.9)	Branched-Chain Amino Acid Biosynthesis	98833	100530	
fig|246786.26.peg.117	CDS	NZ_JBBJSM010000001.1	100605	101039	435	UPF0403 protein YphP	- none -	100605	101039	
fig|246786.26.peg.118	CDS	NZ_JBBJSM010000001.1	101166	101945	780	Protein-L-isoD(D-D) O-methyltransferase	- none -	101166	101945	
fig|246786.26.peg.119	CDS	NZ_JBBJSM010000001.1	101973	102098	126	hypothetical protein	- none -	101973	102098	
fig|246786.26.peg.120	CDS	NZ_JBBJSM010000001.1	102381	102971	591	hypothetical protein	- none -	102381	102971	
fig|246786.26.peg.121	CDS	NZ_JBBJSM010000001.1	102988	103512	525	Low temperature requirement C protein	- none -	102988	103512	
fig|246786.26.peg.122	CDS	NZ_JBBJSM010000001.1	103690	104466	777	Uncharacterized membrane protein YceF	- none -	103690	104466	
fig|246786.26.peg.123	CDS	NZ_JBBJSM010000001.1	104671	104516	156	hypothetical protein	- none -	104516	104671	
fig|246786.26.peg.124	CDS	NZ_JBBJSM010000001.1	104817	105560	744	hypothetical protein	- none -	104817	105560	
fig|246786.26.peg.125	CDS	NZ_JBBJSM010000001.1	105587	106381	795	Thymidylate synthase (EC 2.1.1.45)	Folate Biosynthesis, pyrimidine conversions	105587	106381	
fig|246786.26.peg.126	CDS	NZ_JBBJSM010000001.1	106378	106860	483	Dihydrofolate reductase (EC 1.5.1.3)	Folate Biosynthesis	106378	106860	
fig|246786.26.peg.127	CDS	NZ_JBBJSM010000001.1	106926	107651	726	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	- none -	106926	107651	
fig|246786.26.peg.128	CDS	NZ_JBBJSM010000001.1	108312	107671	642	FIG01964566: Predicted membrane protein, hemolysin III homolog	- none -	107671	108312	
fig|246786.26.peg.129	CDS	NZ_JBBJSM010000001.1	109366	108296	1071	Nitrogen regulation protein NR(I), GlnG (=NtrC)	- none -	108296	109366	
fig|246786.26.peg.130	CDS	NZ_JBBJSM010000001.1	109694	109470	225	hypothetical protein	- none -	109470	109694	
fig|246786.26.peg.131	CDS	NZ_JBBJSM010000001.1	109809	111077	1269	Threonine dehydratase biosynthetic (EC 4.3.1.19)	Branched-Chain Amino Acid Biosynthesis	109809	111077	
fig|246786.26.peg.132	CDS	NZ_JBBJSM010000001.1	111168	111419	252	hypothetical protein	- none -	111168	111419	
fig|246786.26.peg.133	CDS	NZ_JBBJSM010000001.1	112293	111739	555	hypothetical protein	- none -	111739	112293	
fig|246786.26.peg.134	CDS	NZ_JBBJSM010000001.1	112347	113189	843	DegV family protein	- none -	112347	113189	
fig|246786.26.peg.135	CDS	NZ_JBBJSM010000001.1	113295	113462	168	hypothetical protein	- none -	113295	113462	
fig|246786.26.peg.136	CDS	NZ_JBBJSM010000001.1	114047	113541	507	putative lipoprotein	- none -	113541	114047	
fig|246786.26.peg.137	CDS	NZ_JBBJSM010000001.1	114167	115123	957	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	Purine conversions	114167	115123	
fig|246786.26.peg.138	CDS	NZ_JBBJSM010000001.1	115193	115765	573	Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center	- none -	115193	115765	
fig|246786.26.peg.139	CDS	NZ_JBBJSM010000001.1	115888	116682	795	hypothetical protein	- none -	115888	116682	
fig|246786.26.peg.140	CDS	NZ_JBBJSM010000001.1	116698	117282	585	hypothetical protein	- none -	116698	117282	
fig|246786.26.peg.141	CDS	NZ_JBBJSM010000001.1	117551	118723	1173	hypothetical protein	- none -	117551	118723	
fig|246786.26.peg.142	CDS	NZ_JBBJSM010000001.1	118737	119858	1122	Serine protease precursor MucD/AlgY associated with sigma factor RpoE	Transcription initiation, bacterial sigma factors	118737	119858	
fig|246786.26.peg.143	CDS	NZ_JBBJSM010000001.1	119882	120064	183	hypothetical protein	- none -	119882	120064	
fig|246786.26.peg.144	CDS	NZ_JBBJSM010000001.1	120226	120110	117	hypothetical protein	- none -	120110	120226	
fig|246786.26.peg.145	CDS	NZ_JBBJSM010000001.1	120446	120261	186	hypothetical protein	- none -	120261	120446	
fig|246786.26.peg.146	CDS	NZ_JBBJSM010000001.1	121258	120491	768	hypothetical protein	- none -	120491	121258	
fig|246786.26.peg.147	CDS	NZ_JBBJSM010000001.1	121403	122200	798	hypothetical protein	- none -	121403	122200	
fig|246786.26.peg.148	CDS	NZ_JBBJSM010000001.1	122518	122270	249	hypothetical protein	- none -	122270	122518	
fig|246786.26.peg.149	CDS	NZ_JBBJSM010000001.1	123005	122577	429	hypothetical protein	- none -	122577	123005	
fig|246786.26.peg.150	CDS	NZ_JBBJSM010000001.1	123241	124188	948	Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)	- none -	123241	124188	
fig|246786.26.peg.151	CDS	NZ_JBBJSM010000001.1	125123	124290	834	Transcriptional regulator, LysR family	- none -	124290	125123	
fig|246786.26.peg.152	CDS	NZ_JBBJSM010000001.1	125228	126070	843	hypothetical protein	- none -	125228	126070	
fig|246786.26.peg.153	CDS	NZ_JBBJSM010000001.1	126861	126220	642	hypothetical protein	- none -	126220	126861	
fig|246786.26.peg.154	CDS	NZ_JBBJSM010000001.1	127636	126830	807	hypothetical protein	- none -	126830	127636	
fig|246786.26.peg.155	CDS	NZ_JBBJSM010000001.1	127833	127648	186	hypothetical protein	- none -	127648	127833	
fig|246786.26.peg.156	CDS	NZ_JBBJSM010000001.1	127852	128238	387	Lactoylbacillithiol lyase	- none -	127852	128238	
fig|246786.26.peg.157	CDS	NZ_JBBJSM010000001.1	128231	129013	783	hypothetical protein	- none -	128231	129013	
fig|246786.26.peg.158	CDS	NZ_JBBJSM010000001.1	129113	129247	135	hypothetical protein	- none -	129113	129247	
fig|246786.26.peg.159	CDS	NZ_JBBJSM010000001.1	129905	129351	555	hypothetical protein	- none -	129351	129905	
fig|246786.26.peg.160	CDS	NZ_JBBJSM010000001.1	130199	130996	798	hypothetical protein	- none -	130199	130996	
fig|246786.26.peg.161	CDS	NZ_JBBJSM010000001.1	131027	131710	684	hypothetical protein	- none -	131027	131710	
fig|246786.26.peg.162	CDS	NZ_JBBJSM010000001.1	131728	132537	810	AB hydrolase superfamily protein YisY	- none -	131728	132537	
fig|246786.26.peg.163	CDS	NZ_JBBJSM010000001.1	132602	133225	624	hypothetical protein	- none -	132602	133225	
fig|246786.26.peg.164	CDS	NZ_JBBJSM010000001.1	134036	135763	1728	Threonyl-tRNA synthetase (EC 6.1.1.3)	tRNA aminoacylation, Thr	134036	135763	
fig|246786.26.peg.165	CDS	NZ_JBBJSM010000001.1	136442	135978	465	hypothetical protein	- none -	135978	136442	
fig|246786.26.peg.166	CDS	NZ_JBBJSM010000001.1	137417	136626	792	hypothetical protein	- none -	136626	137417	
fig|246786.26.peg.167	CDS	NZ_JBBJSM010000001.1	137601	138827	1227	hypothetical protein	- none -	137601	138827	
fig|246786.26.peg.168	CDS	NZ_JBBJSM010000001.1	139586	138867	720	hypothetical protein	- none -	138867	139586	
fig|246786.26.peg.169	CDS	NZ_JBBJSM010000001.1	139786	140262	477	hypothetical protein	- none -	139786	140262	
fig|246786.26.peg.170	CDS	NZ_JBBJSM010000001.1	140273	140842	570	hypothetical protein	- none -	140273	140842	
fig|246786.26.peg.171	CDS	NZ_JBBJSM010000001.1	141001	141417	417	hypothetical protein	- none -	141001	141417	
fig|246786.26.peg.172	CDS	NZ_JBBJSM010000001.1	141653	141501	153	hypothetical protein	- none -	141501	141653	
fig|246786.26.peg.173	CDS	NZ_JBBJSM010000001.1	141993	141667	327	Transcriptional regulator, HxlR family	- none -	141667	141993	
fig|246786.26.peg.174	CDS	NZ_JBBJSM010000001.1	142123	142617	495	Glyoxalase family protein	- none -	142123	142617	
fig|246786.26.peg.175	CDS	NZ_JBBJSM010000001.1	142720	143190	471	hypothetical protein	- none -	142720	143190	
fig|246786.26.peg.176	CDS	NZ_JBBJSM010000001.1	143252	143704	453	hypothetical protein	- none -	143252	143704	
fig|246786.26.peg.177	CDS	NZ_JBBJSM010000001.1	143775	144803	1029	hypothetical protein	- none -	143775	144803	
fig|246786.26.peg.178	CDS	NZ_JBBJSM010000001.1	145018	145617	600	hypothetical protein	- none -	145018	145617	
fig|246786.26.peg.179	CDS	NZ_JBBJSM010000001.1	145592	146278	687	Two-component transcriptional response regulator, OmpR family	- none -	145592	146278	
fig|246786.26.peg.180	CDS	NZ_JBBJSM010000001.1	146275	147354	1080	hypothetical protein	- none -	146275	147354	
fig|246786.26.peg.181	CDS	NZ_JBBJSM010000001.1	147960	147406	555	hypothetical protein	- none -	147406	147960	
fig|246786.26.peg.182	CDS	NZ_JBBJSM010000001.1	148053	148484	432	hypothetical protein	- none -	148053	148484	
fig|246786.26.peg.183	CDS	NZ_JBBJSM010000001.1	148645	149244	600	hypothetical protein	- none -	148645	149244	
fig|246786.26.peg.184	CDS	NZ_JBBJSM010000001.1	149241	150446	1206	hypothetical protein	- none -	149241	150446	
