Category	Subcategory	Subsystem	Role	Features
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Malate dehydrogenase (EC 1.1.1.37)	fig|1404.870.peg.2486
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Malate synthase G (EC 2.3.3.9)	fig|1404.870.peg.4387
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Isocitrate lyase (EC 4.1.3.1)	fig|1404.870.peg.2
Carbohydrates	Central carbohydrate metabolism	Glyoxylate bypass	Citrate synthase (si) (EC 2.3.3.1)	fig|1404.870.peg.2484, fig|1404.870.peg.4190
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	fig|1404.870.peg.4352
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Aconitate hydratase (EC 4.2.1.3)	fig|1404.870.peg.2107
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Citrate synthase (si) (EC 2.3.3.1)	fig|1404.870.peg.2484, fig|1404.870.peg.4190
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	fig|1404.870.peg.3049
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Malate:quinone oxidoreductase (EC 1.1.5.4)	fig|1404.870.peg.2299, fig|1404.870.peg.4405
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Fumarate hydratase class II (EC 4.2.1.2)	fig|1404.870.peg.1797
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	fig|1404.870.peg.4901
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Malate dehydrogenase (EC 1.1.1.37)	fig|1404.870.peg.2486
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	fig|1404.870.peg.752
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	fig|1404.870.peg.2485
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	fig|1404.870.peg.3050
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	fig|1404.870.peg.4351
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	fig|1404.870.peg.4352
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	fig|1404.870.peg.2814
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	fig|1404.870.peg.2812
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	fig|1404.870.peg.1309
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	fig|1404.870.peg.2811
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	fig|1404.870.peg.751
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	fig|1404.870.peg.750
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Cytosol aminopeptidase PepA (EC 3.4.11.1)	fig|1404.870.peg.4828
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	fig|1404.870.peg.4351
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	fig|1404.870.peg.749
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	fig|1404.870.peg.2813
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	fig|1404.870.peg.3020
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	fig|1404.870.peg.985, fig|1404.870.peg.1360, fig|1404.870.peg.3979, fig|1404.870.peg.4571
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	6-phosphogluconolactonase (EC 3.1.1.31)	fig|1404.870.peg.4986
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	fig|1404.870.peg.125, fig|1404.870.peg.739, fig|1404.870.peg.3981, fig|1404.870.peg.4570
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transketolase (EC 2.2.1.1)	fig|1404.870.peg.3172, fig|1404.870.peg.3980
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	fig|1404.870.peg.5475
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transaldolase (EC 2.2.1.2)	fig|1404.870.peg.1281, fig|1404.870.peg.1806, fig|1404.870.peg.3604, fig|1404.870.peg.3982, fig|1404.870.peg.4608
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transketolase, N-terminal section (EC 2.2.1.1)	fig|1404.870.peg.1093
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transketolase, C-terminal section (EC 2.2.1.1)	fig|1404.870.peg.1094
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	fig|1404.870.peg.751
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	fig|1404.870.peg.750
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	fig|1404.870.peg.749
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate kinase (EC 2.7.2.1)	fig|1404.870.peg.2458
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-dependent protein deacetylase of SIR2 family	fig|1404.870.peg.3282
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	fig|1404.870.peg.752
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetyltransferase AcuA, acetyl-CoA synthetase inhibitor	fig|1404.870.peg.2438
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Phosphate acetyltransferase (EC 2.3.1.8)	fig|1404.870.peg.4579
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Aldehyde dehydrogenase (EC 1.2.1.3)	fig|1404.870.peg.256, fig|1404.870.peg.1014, fig|1404.870.peg.1451, fig|1404.870.peg.1567, fig|1404.870.peg.3609, fig|1404.870.peg.3864
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	NAD-independent protein deacetylase AcuC	fig|1404.870.peg.2436
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Aldehyde dehydrogenase B (EC 1.2.1.22)	fig|1404.870.peg.1858
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)	fig|1404.870.peg.256, fig|1404.870.peg.1014, fig|1404.870.peg.1451, fig|1404.870.peg.1567, fig|1404.870.peg.3609, fig|1404.870.peg.3864, fig|1404.870.peg.256, fig|1404.870.peg.1014, fig|1404.870.peg.1451, fig|1404.870.peg.1567, fig|1404.870.peg.3609, fig|1404.870.peg.3864
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Methylglyoxal synthase (EC 4.2.3.3)	fig|1404.870.peg.788
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Lactoylglutathione lyase (EC 4.4.1.5)	fig|1404.870.peg.1212
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	D-alanine aminotransferase (EC 2.6.1.21)	fig|1404.870.peg.3230
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	fig|1404.870.peg.4239
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	fig|1404.870.peg.3027
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	L-serine dehydratase, beta subunit (EC 4.3.1.17)	fig|1404.870.peg.3026
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Alanine dehydrogenase (EC 1.4.1.1)	fig|1404.870.peg.2464, fig|1404.870.peg.4568
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	fig|1404.870.peg.2061
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Valine--pyruvate aminotransferase (EC 2.6.1.66)	fig|1404.870.peg.1874
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Alanine racemase (EC 5.1.1.1)	fig|1404.870.peg.5345
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	NAD-dependent malic enzyme (EC 1.1.1.38)	fig|1404.870.peg.1474, fig|1404.870.peg.2185
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component sensor histidine kinase, malate (EC 2.7.3.-)	fig|1404.870.peg.4950
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	fig|1404.870.peg.2386
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	fig|1404.870.peg.2474, fig|1404.870.peg.4153
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	fig|1404.870.peg.2479
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	fig|1404.870.peg.202
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Two-component response regulator, malate (EC 2.7.3.-)	fig|1404.870.peg.4949
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate synthase (EC 2.7.9.2)	fig|1404.870.peg.1264
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	fig|1404.870.peg.2199, fig|1404.870.peg.4385
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	fig|1404.870.peg.4386
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.26)	fig|1404.870.peg.4812
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Hydroxypyruvate reductase (EC 1.1.1.81)	fig|1404.870.peg.4812
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.79)	fig|1404.870.peg.4812
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	fig|1404.870.peg.4384
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	fig|1404.870.peg.1530
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	fig|1404.870.peg.693
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	fig|1404.870.peg.3203
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fig|1404.870.peg.2746
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	fig|1404.870.peg.1396
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	fig|1404.870.peg.1530
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Malate dehydrogenase (EC 1.1.1.37)	fig|1404.870.peg.2486
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	cytosolic long-chain acyl-CoA thioester hydrolase family protein	fig|1404.870.peg.3354
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	fig|1404.870.peg.1530
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	fig|1404.870.peg.2386
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	fig|1404.870.peg.693
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	polyhydroxyalkanoate synthesis repressor PhaR	fig|1404.870.peg.625
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Methylmalonyl-CoA mutase (EC 5.4.99.2)	fig|1404.870.peg.4602
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|1404.870.peg.1855, fig|1404.870.peg.2042
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Serine--pyruvate aminotransferase (EC 2.6.1.51)	fig|1404.870.peg.4239
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	fig|1404.870.peg.1396
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	fig|1404.870.peg.4901
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Acetoacetyl-CoA reductase (EC 1.1.1.36)	fig|1404.870.peg.626
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|1404.870.peg.1855, fig|1404.870.peg.2042, fig|1404.870.peg.2845, fig|1404.870.peg.4597
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Serine hydroxymethyltransferase (EC 2.1.2.1)	fig|1404.870.peg.4623
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	fig|1404.870.peg.2826
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	fig|1404.870.peg.3050
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Glycerate kinase (EC 2.7.1.31)	fig|1404.870.peg.2338
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fig|1404.870.peg.2746
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Enolase (EC 4.2.1.11)	fig|1404.870.peg.4737
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	fig|1404.870.peg.1530
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	fig|1404.870.peg.2964
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	fig|1404.870.peg.1854, fig|1404.870.peg.2847
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Aconitate hydratase (EC 4.2.1.3)	fig|1404.870.peg.2107
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Citrate synthase (si) (EC 2.3.3.1)	fig|1404.870.peg.2484, fig|1404.870.peg.4190
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	fig|1404.870.peg.1853, fig|1404.870.peg.2846
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	fig|1404.870.peg.3049
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Isocitrate lyase (EC 4.1.3.1)	fig|1404.870.peg.2
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	fig|1404.870.peg.566
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	fig|1404.870.peg.568
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	fig|1404.870.peg.567, fig|1404.870.peg.1499
Carbohydrates	Carbohydrates - no subcategory	Carbon storage regulator	Flagellar assembly factor FliW	fig|1404.870.peg.4674
Carbohydrates	Carbohydrates - no subcategory	Carbon storage regulator	Carbon storage regulator	fig|1404.870.peg.4675
Carbohydrates	Monosaccharides	Deoxyribose and Deoxynucleoside Catabolism	Purine nucleoside phosphorylase (EC 2.4.2.1)	fig|1404.870.peg.2857, fig|1404.870.peg.3243
Carbohydrates	Monosaccharides	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	fig|1404.870.peg.4468
Carbohydrates	Monosaccharides	Deoxyribose and Deoxynucleoside Catabolism	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	fig|1404.870.peg.4467
Carbohydrates	Monosaccharides	Deoxyribose and Deoxynucleoside Catabolism	Deoxyribonucleoside regulator DeoR (transcriptional repressor)	fig|1404.870.peg.4465
Carbohydrates	Monosaccharides	Deoxyribose and Deoxynucleoside Catabolism	Ribokinase (EC 2.7.1.15)	fig|1404.870.peg.314
Carbohydrates	Monosaccharides	Deoxyribose and Deoxynucleoside Catabolism	Phosphopentomutase (EC 5.4.2.7)	fig|1404.870.peg.2856
Carbohydrates	Monosaccharides	2-Ketogluconate Utilization	2-ketogluconate transporter	fig|1404.870.peg.4301
Carbohydrates	Monosaccharides	2-Ketogluconate Utilization	Epimerase KguE	fig|1404.870.peg.4299
Carbohydrates	Monosaccharides	2-Ketogluconate Utilization	2-ketogluconate utilization repressor PtxS	fig|1404.870.peg.4303
Carbohydrates	Monosaccharides	2-Ketogluconate Utilization	2-ketogluconate kinase (EC 2.7.1.13)	fig|1404.870.peg.4300
Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism	Gluconate transporter family protein	fig|1404.870.peg.541
Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism	Gluconokinase (EC 2.7.1.12)	fig|1404.870.peg.126
Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	fig|1404.870.peg.125, fig|1404.870.peg.739, fig|1404.870.peg.3981, fig|1404.870.peg.4570
Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism	2-ketogluconate kinase (EC 2.7.1.13)	fig|1404.870.peg.4300
Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism	Gluconate permease	fig|1404.870.peg.128, fig|1404.870.peg.915
Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism	Glucose 1-dehydrogenase (EC 1.1.1.47)	fig|1404.870.peg.229, fig|1404.870.peg.443, fig|1404.870.peg.3866
Carbohydrates	Monosaccharides	Fructose utilization	Transcriptional repressor of the fructose operon, DeoR family	fig|1404.870.peg.1557
Carbohydrates	Monosaccharides	Fructose utilization	Transaldolase (EC 2.2.1.2)	fig|1404.870.peg.1281, fig|1404.870.peg.1806, fig|1404.870.peg.3604, fig|1404.870.peg.3982, fig|1404.870.peg.4608
Carbohydrates	Monosaccharides	Fructose utilization	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	fig|1404.870.peg.705
Carbohydrates	Monosaccharides	Fructose utilization	1-phosphofructokinase (EC 2.7.1.56)	fig|1404.870.peg.1558
Carbohydrates	Monosaccharides	Fructose utilization	Fructokinase (EC 2.7.1.4)	fig|1404.870.peg.550, fig|1404.870.peg.1511
Carbohydrates	Monosaccharides	Fructose utilization	Phosphotransferase system, phosphocarrier protein HPr	fig|1404.870.peg.704
