Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|2499688.22.peg.19	CDS	NZ_JBBJSR010000001.1	13323	14168	846	Alkanesulfonate ABC transporter permease protein SsuC	- none -	13323	14168	
fig|2499688.22.peg.20	CDS	NZ_JBBJSR010000001.1	14192	15532	1341	Nitrilotriacetate monooxygenase [FMNH2]	- none -	14192	15532	
fig|2499688.22.peg.21	CDS	NZ_JBBJSR010000001.1	16120	15635	486	Acetyltransferase, GNAT family	- none -	15635	16120	
fig|2499688.22.peg.22	CDS	NZ_JBBJSR010000001.1	17371	16361	1011	Alkanesulfonate ABC transporter substrate-binding protein SsuA	- none -	16361	17371	
fig|2499688.22.peg.23	CDS	NZ_JBBJSR010000001.1	17767	17582	186	hypothetical protein	- none -	17582	17767	
fig|2499688.22.peg.24	CDS	NZ_JBBJSR010000001.1	18000	18485	486	hypothetical protein	- none -	18000	18485	
fig|2499688.22.peg.25	CDS	NZ_JBBJSR010000001.1	18556	19308	753	Uridine phosphorylase (EC 2.4.2.3)	pyrimidine conversions	18556	19308	
fig|2499688.22.peg.26	CDS	NZ_JBBJSR010000001.1	19682	19335	348	Multidrug resistance protein EbrB	- none -	19335	19682	
fig|2499688.22.peg.27	CDS	NZ_JBBJSR010000001.1	20023	19700	324	small multidrug resistance family (SMR) protein	- none -	19700	20023	
fig|2499688.22.peg.28	CDS	NZ_JBBJSR010000001.1	20577	20023	555	hypothetical protein	- none -	20023	20577	
fig|2499688.22.peg.29	CDS	NZ_JBBJSR010000001.1	20738	21184	447	hypothetical protein	- none -	20738	21184	
fig|2499688.22.peg.30	CDS	NZ_JBBJSR010000001.1	21254	21619	366	hypothetical protein	- none -	21254	21619	
fig|2499688.22.peg.31	CDS	NZ_JBBJSR010000001.1	21971	22909	939	Magnesium and cobalt transport protein CorA	Magnesium transport	21971	22909	
fig|2499688.22.peg.32	CDS	NZ_JBBJSR010000001.1	23026	23466	441	hypothetical protein	- none -	23026	23466	
fig|2499688.22.peg.33	CDS	NZ_JBBJSR010000001.1	23883	25118	1236	Phosphoglycolate phosphatase (EC 3.1.3.18)	2-phosphoglycolate salvage, Glycolate, glyoxylate interconversions	23883	25118	
fig|2499688.22.peg.34	CDS	NZ_JBBJSR010000001.1	25409	27043	1635	Bis-ABC ATPase	- none -	25409	27043	
fig|2499688.22.peg.35	CDS	NZ_JBBJSR010000001.1	27150	27455	306	hypothetical protein	- none -	27150	27455	
fig|2499688.22.peg.36	CDS	NZ_JBBJSR010000001.1	27487	28068	582	hypothetical protein	- none -	27487	28068	
fig|2499688.22.peg.37	CDS	NZ_JBBJSR010000001.1	28061	28480	420	hypothetical protein	- none -	28061	28480	
fig|2499688.22.peg.38	CDS	NZ_JBBJSR010000001.1	28745	28641	105	hypothetical protein	- none -	28641	28745	
fig|2499688.22.peg.39	CDS	NZ_JBBJSR010000001.1	28941	29729	789	hypothetical protein	- none -	28941	29729	
fig|2499688.22.peg.40	CDS	NZ_JBBJSR010000001.1	29729	30169	441	hypothetical protein	- none -	29729	30169	
fig|2499688.22.peg.41	CDS	NZ_JBBJSR010000001.1	30322	30206	117	hypothetical protein	- none -	30206	30322	
fig|2499688.22.peg.42	CDS	NZ_JBBJSR010000001.1	31335	30325	1011	hypothetical protein	- none -	30325	31335	
fig|2499688.22.peg.43	CDS	NZ_JBBJSR010000001.1	31520	32710	1191	RNA-2',3'-PO4:RNA-5'-OH ligase	RNA 3'-terminal phosphate cyclase	31520	32710	
fig|2499688.22.peg.44	CDS	NZ_JBBJSR010000001.1	33322	33077	246	UPF0180 protein YkuS	- none -	33077	33322	
fig|2499688.22.peg.45	CDS	NZ_JBBJSR010000001.1	33495	34001	507	Acetyltransferase, GNAT family	- none -	33495	34001	
fig|2499688.22.peg.46	CDS	NZ_JBBJSR010000001.1	34977	34042	936	Uncharacterized transporter YdeD, EamA family	- none -	34042	34977	
fig|2499688.22.peg.47	CDS	NZ_JBBJSR010000001.1	35080	35964	885	Uncharacterized transcriptional regulator YdeC, AraC family	- none -	35080	35964	
fig|2499688.22.peg.48	CDS	NZ_JBBJSR010000001.1	36042	36392	351	hypothetical protein	- none -	36042	36392	
fig|2499688.22.peg.49	CDS	NZ_JBBJSR010000001.1	36397	37176	780	hypothetical protein	- none -	36397	37176	
fig|2499688.22.peg.50	CDS	NZ_JBBJSR010000001.1	37420	37205	216	hypothetical protein	- none -	37205	37420	
fig|2499688.22.peg.51	CDS	NZ_JBBJSR010000001.1	37653	38447	795	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	CBSS-84588.1.peg.1247, Metallocarboxypeptidases (EC 3.4.17.-), Murein Hydrolases	37653	38447	
fig|2499688.22.peg.52	CDS	NZ_JBBJSR010000001.1	38625	38927	303	Prespore specific transcriptional activator RsfA	- none -	38625	38927	
fig|2499688.22.peg.53	CDS	NZ_JBBJSR010000001.1	39117	39007	111	hypothetical protein	- none -	39007	39117	
fig|2499688.22.peg.54	CDS	NZ_JBBJSR010000001.1	39452	39207	246	hypothetical protein	- none -	39207	39452	
fig|2499688.22.peg.55	CDS	NZ_JBBJSR010000001.1	40910	39576	1335	Na(+)-dependent branched-chain amino acid transporter	- none -	39576	40910	
fig|2499688.22.peg.56	CDS	NZ_JBBJSR010000001.1	41532	41864	333	hypothetical protein	- none -	41532	41864	
fig|2499688.22.peg.57	CDS	NZ_JBBJSR010000001.1	42654	41953	702	hypothetical protein	- none -	41953	42654	
fig|2499688.22.peg.58	CDS	NZ_JBBJSR010000001.1	42943	43077	135	hypothetical protein	- none -	42943	43077	
fig|2499688.22.peg.59	CDS	NZ_JBBJSR010000001.1	43292	44578	1287	Predicted sucrose permease, MFS family, FucP subfamily	Sucrose utilization	43292	44578	
fig|2499688.22.peg.60	CDS	NZ_JBBJSR010000001.1	44742	45521	780	Hydrolase (HAD superfamily) in cluster with DUF1447	- none -	44742	45521	
fig|2499688.22.peg.61	CDS	NZ_JBBJSR010000001.1	45606	46643	1038	hypothetical protein	- none -	45606	46643	
fig|2499688.22.peg.62	CDS	NZ_JBBJSR010000001.1	47048	46686	363	Cyanoglobin; Hemoglobin-like protein HbN	Bacterial hemoglobins	46686	47048	
fig|2499688.22.peg.63	CDS	NZ_JBBJSR010000001.1	47281	47847	567	Phosphoglycerate mutase family protein	- none -	47281	47847	
fig|2499688.22.peg.64	CDS	NZ_JBBJSR010000001.1	47964	48410	447	Uncharacterized N-acetyltransferase YvbK, GNAT-family	- none -	47964	48410	
fig|2499688.22.peg.65	CDS	NZ_JBBJSR010000001.1	48669	49217	549	Outer spore coat protein CotE	- none -	48669	49217	
fig|2499688.22.peg.66	CDS	NZ_JBBJSR010000001.1	49388	52003	2616	DNA mismatch repair protein MutS	DNA repair, bacterial MutL-MutS system, DNA repair system including RecA, MutS and a hypothetical protein	49388	52003	
fig|2499688.22.peg.67	CDS	NZ_JBBJSR010000001.1	52031	53926	1896	DNA mismatch repair protein MutL	DNA repair, bacterial MutL-MutS system	52031	53926	
fig|2499688.22.peg.68	CDS	NZ_JBBJSR010000001.1	54261	54836	576	hypothetical protein	- none -	54261	54836	
fig|2499688.22.peg.69	CDS	NZ_JBBJSR010000001.1	54954	55238	285	hypothetical protein	- none -	54954	55238	
fig|2499688.22.peg.70	CDS	NZ_JBBJSR010000001.1	55602	55384	219	hypothetical protein	- none -	55384	55602	
fig|2499688.22.peg.71	CDS	NZ_JBBJSR010000001.1	55890	55717	174	hypothetical protein	- none -	55717	55890	
fig|2499688.22.peg.72	CDS	NZ_JBBJSR010000001.1	56149	55973	177	hypothetical protein	- none -	55973	56149	
fig|2499688.22.peg.73	CDS	NZ_JBBJSR010000001.1	56402	56749	348	Arsenical resistance operon repressor	- none -	56402	56749	
fig|2499688.22.peg.74	CDS	NZ_JBBJSR010000001.1	56765	58063	1299	Arsenite/antimonite:H+ antiporter ArsB	- none -	56765	58063	
fig|2499688.22.peg.75	CDS	NZ_JBBJSR010000001.1	58097	59740	1644	Pyridine nucleotide-disulfide oxidoreductase; NADH dehydrogenase (EC 1.6.99.3)	Respiratory dehydrogenases 1, Riboflavin synthesis cluster	58097	59740	
fig|2499688.22.peg.76	CDS	NZ_JBBJSR010000001.1	59964	60287	324	hypothetical protein	- none -	59964	60287	
fig|2499688.22.peg.77	CDS	NZ_JBBJSR010000001.1	60359	60499	141	hypothetical protein	- none -	60359	60499	
fig|2499688.22.peg.78	CDS	NZ_JBBJSR010000001.1	60586	60951	366	hypothetical protein	- none -	60586	60951	
fig|2499688.22.peg.79	CDS	NZ_JBBJSR010000001.1	61703	61023	681	Transcriptional regulator, AcrR family	- none -	61023	61703	
fig|2499688.22.peg.80	CDS	NZ_JBBJSR010000001.1	61896	63248	1353	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	Multidrug Resistance Efflux Pumps	61896	63248	
fig|2499688.22.peg.81	CDS	NZ_JBBJSR010000001.1	63392	63742	351	hypothetical protein	- none -	63392	63742	
fig|2499688.22.peg.82	CDS	NZ_JBBJSR010000001.1	63968	64807	840	hypothetical protein	- none -	63968	64807	
fig|2499688.22.peg.83	CDS	NZ_JBBJSR010000001.1	65426	64959	468	hypothetical protein	- none -	64959	65426	
fig|2499688.22.peg.84	CDS	NZ_JBBJSR010000001.1	65587	66327	741	hypothetical protein	- none -	65587	66327	
fig|2499688.22.peg.85	CDS	NZ_JBBJSR010000001.1	67311	66442	870	Transcriptional regulator STM2281, LysR family	- none -	66442	67311	
fig|2499688.22.peg.86	CDS	NZ_JBBJSR010000001.1	67544	68443	900	hypothetical protein	- none -	67544	68443	
fig|2499688.22.peg.87	CDS	NZ_JBBJSR010000001.1	68864	69121	258	hypothetical protein	- none -	68864	69121	
fig|2499688.22.peg.88	CDS	NZ_JBBJSR010000001.1	69368	70405	1038	hypothetical protein	- none -	69368	70405	
fig|2499688.22.peg.89	CDS	NZ_JBBJSR010000001.1	71109	70705	405	hypothetical protein	- none -	70705	71109	
fig|2499688.22.peg.90	CDS	NZ_JBBJSR010000001.1	71205	71522	318	hypothetical protein	- none -	71205	71522	
fig|2499688.22.peg.91	CDS	NZ_JBBJSR010000001.1	71519	72034	516	hypothetical protein	- none -	71519	72034	
fig|2499688.22.peg.92	CDS	NZ_JBBJSR010000001.1	72284	72496	213	hypothetical protein	- none -	72284	72496	
fig|2499688.22.peg.93	CDS	NZ_JBBJSR010000001.1	73346	72594	753	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	72594	73346	
fig|2499688.22.peg.94	CDS	NZ_JBBJSR010000001.1	73658	74098	441	Spore cortex-lytic enzyme CwlJ	Spore germination	73658	74098	
fig|2499688.22.peg.95	CDS	NZ_JBBJSR010000001.1	75490	74285	1206	Lysine-specific permease	- none -	74285	75490	
fig|2499688.22.peg.96	CDS	NZ_JBBJSR010000001.1	76238	76044	195	hypothetical protein	- none -	76044	76238	
fig|2499688.22.peg.97	CDS	NZ_JBBJSR010000001.1	76643	76407	237	hypothetical protein	- none -	76407	76643	
fig|2499688.22.peg.98	CDS	NZ_JBBJSR010000001.1	76911	77210	300	hypothetical protein	- none -	76911	77210	
fig|2499688.22.peg.99	CDS	NZ_JBBJSR010000001.1	77778	78323	546	hypothetical protein	- none -	77778	78323	
fig|2499688.22.peg.100	CDS	NZ_JBBJSR010000001.1	79059	78838	222	hypothetical protein	- none -	78838	79059	
fig|2499688.22.peg.101	CDS	NZ_JBBJSR010000001.1	79491	79691	201	hypothetical protein	- none -	79491	79691	
fig|2499688.22.peg.102	CDS	NZ_JBBJSR010000001.1	80779	80300	480	hypothetical protein	- none -	80300	80779	
fig|2499688.22.peg.103	CDS	NZ_JBBJSR010000001.1	81607	80870	738	ABC transporter, ATP-binding protein	- none -	80870	81607	
fig|2499688.22.peg.104	CDS	NZ_JBBJSR010000001.1	82938	81670	1269	Putative UV-damage repair protein UvrX	- none -	81670	82938	
fig|2499688.22.peg.105	CDS	NZ_JBBJSR010000001.1	83282	82953	330	hypothetical protein	- none -	82953	83282	
fig|2499688.22.peg.106	CDS	NZ_JBBJSR010000001.1	83574	84161	588	hypothetical protein	- none -	83574	84161	
fig|2499688.22.peg.107	CDS	NZ_JBBJSR010000001.1	84347	84204	144	hypothetical protein	- none -	84204	84347	
fig|2499688.22.peg.108	CDS	NZ_JBBJSR010000001.1	84710	86317	1608	ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)	- none -	84710	86317	
fig|2499688.22.peg.109	CDS	NZ_JBBJSR010000001.1	86393	87358	966	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	- none -	86393	87358	
fig|2499688.22.peg.110	CDS	NZ_JBBJSR010000001.1	87395	88297	903	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	- none -	87395	88297	
fig|2499688.22.peg.111	CDS	NZ_JBBJSR010000001.1	88525	89517	993	Transcriptional regulator	- none -	88525	89517	
fig|2499688.22.peg.112	CDS	NZ_JBBJSR010000001.1	89545	90165	621	hypothetical protein	- none -	89545	90165	
fig|2499688.22.peg.113	CDS	NZ_JBBJSR010000001.1	90286	91287	1002	Luciferase-like monooxygenase YhbW	- none -	90286	91287	
fig|2499688.22.peg.114	CDS	NZ_JBBJSR010000001.1	91706	91326	381	hypothetical protein	- none -	91326	91706	
fig|2499688.22.peg.115	CDS	NZ_JBBJSR010000001.1	91983	92702	720	Transcriptional regulatory protein YeeN	- none -	91983	92702	
fig|2499688.22.peg.116	CDS	NZ_JBBJSR010000001.1	92978	93637	660	hypothetical protein	- none -	92978	93637	
fig|2499688.22.peg.117	CDS	NZ_JBBJSR010000001.1	94365	93673	693	hypothetical protein	- none -	93673	94365	
fig|2499688.22.peg.118	CDS	NZ_JBBJSR010000001.1	94798	94397	402	hypothetical protein	- none -	94397	94798	
fig|2499688.22.peg.119	CDS	NZ_JBBJSR010000001.1	95751	94909	843	hypothetical protein	- none -	94909	95751	
fig|2499688.22.peg.120	CDS	NZ_JBBJSR010000001.1	96170	95754	417	Transcriptional regulator, MecI family	- none -	95754	96170	
fig|2499688.22.peg.121	CDS	NZ_JBBJSR010000001.1	96832	96329	504	hypothetical protein	- none -	96329	96832	
fig|2499688.22.peg.122	CDS	NZ_JBBJSR010000001.1	97193	96954	240	hypothetical protein	- none -	96954	97193	
fig|2499688.22.peg.123	CDS	NZ_JBBJSR010000001.1	97430	98098	669	hypothetical protein	- none -	97430	98098	
fig|2499688.22.peg.124	CDS	NZ_JBBJSR010000001.1	98214	98444	231	hypothetical protein	- none -	98214	98444	
fig|2499688.22.peg.125	CDS	NZ_JBBJSR010000001.1	98428	98583	156	hypothetical protein	- none -	98428	98583	
fig|2499688.22.peg.126	CDS	NZ_JBBJSR010000001.1	98635	99498	864	Transcriptional regulator, AraC family	- none -	98635	99498	
fig|2499688.22.peg.127	CDS	NZ_JBBJSR010000001.1	99519	99980	462	hypothetical protein	- none -	99519	99980	
fig|2499688.22.peg.128	CDS	NZ_JBBJSR010000001.1	100110	100541	432	hypothetical protein	- none -	100110	100541	
fig|2499688.22.peg.129	CDS	NZ_JBBJSR010000001.1	100862	100593	270	hypothetical protein	- none -	100593	100862	
fig|2499688.22.peg.130	CDS	NZ_JBBJSR010000001.1	101275	101922	648	Conserved membrane protein in copper uptake, YcnI	Copper Transport System	101275	101922	
fig|2499688.22.peg.131	CDS	NZ_JBBJSR010000001.1	103254	101980	1275	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	Protein-L-isoaspartate O-methyltransferase, Stationary phase repair cluster	101980	103254	
fig|2499688.22.peg.132	CDS	NZ_JBBJSR010000001.1	103404	104279	876	3-hydroxyisobutyrate dehydrogenase family protein	- none -	103404	104279	
fig|2499688.22.peg.133	CDS	NZ_JBBJSR010000001.1	104460	105422	963	Arabinan endo-1,5-alpha-L-arabinosidase (EC 3.2.1.99)	L-Arabinose utilization	104460	105422	
fig|2499688.22.peg.134	CDS	NZ_JBBJSR010000001.1	105588	105929	342	Broad-specificity multidrug efflux pump YkkC	- none -	105588	105929	
fig|2499688.22.peg.135	CDS	NZ_JBBJSR010000001.1	105929	106240	312	small multidrug resistance family (SMR) protein	- none -	105929	106240	
fig|2499688.22.peg.136	CDS	NZ_JBBJSR010000001.1	106259	106837	579	hypothetical protein	- none -	106259	106837	
fig|2499688.22.peg.137	CDS	NZ_JBBJSR010000001.1	108329	107169	1161	Cysteine desulfurase (EC 2.8.1.7)	Alanine biosynthesis, CBSS-84588.1.peg.1247, Iron-sulfur cluster assembly	107169	108329	
fig|2499688.22.peg.138	CDS	NZ_JBBJSR010000001.1	108442	110019	1578	L-aspartate oxidase (EC 1.4.3.16)	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis, NAD and NADP cofactor biosynthesis global	108442	110019	
fig|2499688.22.peg.139	CDS	NZ_JBBJSR010000001.1	109988	110821	834	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis, NAD and NADP cofactor biosynthesis global	109988	110821	
fig|2499688.22.peg.140	CDS	NZ_JBBJSR010000001.1	110852	111943	1092	Quinolinate synthetase (EC 2.5.1.72)	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis, NAD and NADP cofactor biosynthesis global	110852	111943	
fig|2499688.22.peg.141	CDS	NZ_JBBJSR010000001.1	112129	113550	1422	hypothetical protein	- none -	112129	113550	
fig|2499688.22.peg.142	CDS	NZ_JBBJSR010000001.1	113683	114636	954	tRNA dimethylallyltransferase (EC 2.5.1.75)	tRNA processing	113683	114636	
fig|2499688.22.peg.143	CDS	NZ_JBBJSR010000001.1	114676	114912	237	RNA-binding protein Hfq	Hfl operon	114676	114912	
fig|2499688.22.peg.144	CDS	NZ_JBBJSR010000001.1	115094	116083	990	Stage V sporulation protein SpoVK	- none -	115094	116083	
fig|2499688.22.peg.145	CDS	NZ_JBBJSR010000001.1	116356	117621	1266	Ribosome LSU-associated GTP-binding protein HflX	- none -	116356	117621	
fig|2499688.22.peg.146	CDS	NZ_JBBJSR010000001.1	117631	118902	1272	Aluminum resistance protein	- none -	117631	118902	
fig|2499688.22.peg.147	CDS	NZ_JBBJSR010000001.1	119012	119428	417	Transcriptional regulator GlnR	- none -	119012	119428	
fig|2499688.22.peg.148	CDS	NZ_JBBJSR010000001.1	119461	120798	1338	Glutamine synthetase type I (EC 6.3.1.2)	Ammonia assimilation, Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis, Glutamine synthetases	119461	120798	
fig|2499688.22.peg.149	CDS	NZ_JBBJSR010000001.1	122063	120915	1149	hypothetical protein	- none -	120915	122063	
fig|2499688.22.peg.150	CDS	NZ_JBBJSR010000001.1	122249	122395	147	hypothetical protein	- none -	122249	122395	
fig|2499688.22.peg.151	CDS	NZ_JBBJSR010000001.1	122795	122514	282	hypothetical protein	- none -	122514	122795	
fig|2499688.22.peg.152	CDS	NZ_JBBJSR010000001.1	123022	122798	225	hypothetical protein	- none -	122798	123022	
fig|2499688.22.peg.153	CDS	NZ_JBBJSR010000001.1	124210	123095	1116	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Murein Hydrolases, Recycling of Peptidoglycan Amino Acids	123095	124210	
fig|2499688.22.peg.154	CDS	NZ_JBBJSR010000001.1	124614	124327	288	hypothetical protein	- none -	124327	124614	
fig|2499688.22.peg.155	CDS	NZ_JBBJSR010000001.1	124777	124643	135	hypothetical protein	- none -	124643	124777	
fig|2499688.22.peg.156	CDS	NZ_JBBJSR010000001.1	125376	124774	603	hypothetical protein	- none -	124774	125376	
fig|2499688.22.peg.157	CDS	NZ_JBBJSR010000001.1	125698	125357	342	hypothetical protein	- none -	125357	125698	
fig|2499688.22.peg.158	CDS	NZ_JBBJSR010000001.1	126027	125722	306	hypothetical protein	- none -	125722	126027	
fig|2499688.22.peg.159	CDS	NZ_JBBJSR010000001.1	128340	126049	2292	hypothetical protein	- none -	126049	128340	
fig|2499688.22.peg.160	CDS	NZ_JBBJSR010000001.1	128934	128494	441	hypothetical protein	- none -	128494	128934	
fig|2499688.22.peg.161	CDS	NZ_JBBJSR010000001.1	132057	129061	2997	hypothetical protein	- none -	129061	132057	
fig|2499688.22.peg.162	CDS	NZ_JBBJSR010000001.1	135564	132082	3483	hypothetical protein	- none -	132082	135564	
fig|2499688.22.peg.163	CDS	NZ_JBBJSR010000001.1	136342	135578	765	hypothetical protein	- none -	135578	136342	
fig|2499688.22.peg.164	CDS	NZ_JBBJSR010000001.1	140973	136402	4572	hypothetical protein	- none -	136402	140973	
fig|2499688.22.peg.165	CDS	NZ_JBBJSR010000001.1	141586	141176	411	hypothetical protein	- none -	141176	141586	
fig|2499688.22.peg.166	CDS	NZ_JBBJSR010000001.1	142889	141873	1017	hypothetical protein	- none -	141873	142889	
fig|2499688.22.peg.167	CDS	NZ_JBBJSR010000001.1	143429	142965	465	hypothetical protein	- none -	142965	143429	
fig|2499688.22.peg.168	CDS	NZ_JBBJSR010000001.1	143982	143560	423	hypothetical protein	- none -	143560	143982	
fig|2499688.22.peg.169	CDS	NZ_JBBJSR010000001.1	144637	143975	663	hypothetical protein	- none -	143975	144637	
fig|2499688.22.peg.170	CDS	NZ_JBBJSR010000001.1	145162	144758	405	hypothetical protein	- none -	144758	145162	
fig|2499688.22.peg.171	CDS	NZ_JBBJSR010000001.1	145529	145320	210	hypothetical protein	- none -	145320	145529	
fig|2499688.22.peg.172	CDS	NZ_JBBJSR010000001.1	145695	145976	282	hypothetical protein	- none -	145695	145976	
fig|2499688.22.peg.173	CDS	NZ_JBBJSR010000001.1	147140	146064	1077	hypothetical protein	- none -	146064	147140	
fig|2499688.22.peg.174	CDS	NZ_JBBJSR010000001.1	148395	147256	1140	hypothetical protein	- none -	147256	148395	
fig|2499688.22.peg.175	CDS	NZ_JBBJSR010000001.1	149490	148462	1029	hypothetical protein	- none -	148462	149490	
fig|2499688.22.peg.176	CDS	NZ_JBBJSR010000001.1	149950	149516	435	hypothetical protein	- none -	149516	149950	
fig|2499688.22.peg.177	CDS	NZ_JBBJSR010000001.1	150463	149981	483	hypothetical protein	- none -	149981	150463	
fig|2499688.22.peg.178	CDS	NZ_JBBJSR010000001.1	151263	150529	735	hypothetical protein	- none -	150529	151263	
fig|2499688.22.peg.179	CDS	NZ_JBBJSR010000001.1	152025	151309	717	hypothetical protein	- none -	151309	152025	
fig|2499688.22.peg.180	CDS	NZ_JBBJSR010000001.1	152525	152022	504	hypothetical protein	- none -	152022	152525	
fig|2499688.22.peg.181	CDS	NZ_JBBJSR010000001.1	153196	152525	672	hypothetical protein	- none -	152525	153196	
fig|2499688.22.peg.182	CDS	NZ_JBBJSR010000001.1	153431	153183	249	hypothetical protein	- none -	153183	153431	
fig|2499688.22.peg.183	CDS	NZ_JBBJSR010000001.1	153823	153428	396	Phage protein	- none -	153428	153823	
fig|2499688.22.peg.184	CDS	NZ_JBBJSR010000001.1	154301	153837	465	hypothetical protein	- none -	153837	154301	
fig|2499688.22.peg.185	CDS	NZ_JBBJSR010000001.1	155393	154377	1017	hypothetical protein	- none -	154377	155393	
fig|2499688.22.peg.186	CDS	NZ_JBBJSR010000001.1	155964	155428	537	Phage protein	- none -	155428	155964	
fig|2499688.22.peg.187	CDS	NZ_JBBJSR010000001.1	157423	155996	1428	Phage protein	- none -	155996	157423	
fig|2499688.22.peg.188	CDS	NZ_JBBJSR010000001.1	158982	157456	1527	Phage protein	- none -	157456	158982	
fig|2499688.22.peg.189	CDS	NZ_JBBJSR010000001.1	160781	159000	1782	hypothetical protein	- none -	159000	160781	
fig|2499688.22.peg.190	CDS	NZ_JBBJSR010000001.1	161614	160781	834	hypothetical protein	- none -	160781	161614	
fig|2499688.22.peg.191	CDS	NZ_JBBJSR010000001.1	161996	161733	264	hypothetical protein	- none -	161733	161996	
fig|2499688.22.peg.192	CDS	NZ_JBBJSR010000001.1	163263	162079	1185	hypothetical protein	- none -	162079	163263	
fig|2499688.22.peg.193	CDS	NZ_JBBJSR010000001.1	163477	163268	210	hypothetical protein	- none -	163268	163477	
fig|2499688.22.peg.194	CDS	NZ_JBBJSR010000001.1	164256	163606	651	hypothetical protein	- none -	163606	164256	
fig|2499688.22.peg.195	CDS	NZ_JBBJSR010000001.1	165277	164462	816	hypothetical protein	- none -	164462	165277	
fig|2499688.22.peg.196	CDS	NZ_JBBJSR010000001.1	168048	165235	2814	hypothetical protein	- none -	165235	168048	
fig|2499688.22.peg.197	CDS	NZ_JBBJSR010000001.1	168183	168067	117	hypothetical protein	- none -	168067	168183	
fig|2499688.22.peg.198	CDS	NZ_JBBJSR010000001.1	168407	168213	195	hypothetical protein	- none -	168213	168407	
fig|2499688.22.peg.199	CDS	NZ_JBBJSR010000001.1	168793	168572	222	hypothetical protein	- none -	168572	168793	
fig|2499688.22.peg.200	CDS	NZ_JBBJSR010000001.1	168996	169283	288	hypothetical protein	- none -	168996	169283	
fig|2499688.22.peg.201	CDS	NZ_JBBJSR010000001.1	169298	170425	1128	hypothetical protein	- none -	169298	170425	
fig|2499688.22.peg.202	CDS	NZ_JBBJSR010000001.1	170603	171196	594	hypothetical protein	- none -	170603	171196	
fig|2499688.22.peg.203	CDS	NZ_JBBJSR010000001.1	171452	171874	423	hypothetical protein	- none -	171452	171874	
